IATA_Code,Airport_Name,City,Country,Country_Code,Airport_Type
NPE,Hawke's Bay Airport,Napier,New Zealand,NZ,medium_airport
NSN,Nelson Airport,Nelson,New Zealand,NZ,medium_airport
NPL,New Plymouth Airport,New Plymouth,New Zealand,NZ,medium_airport
PMR,Palmerston North Airport,Palmerston North,New Zealand,NZ,medium_airport
ZQN,Queenstown Airport,Queenstown,New Zealand,NZ,large_airport
ROT,Rotorua Regional Airport,Rotorua,New Zealand,NZ,medium_airport
TUO,Taupo Airport,Taupo,New Zealand,NZ,medium_airport
TRG,Tauranga Airport,Tauranga,New Zealand,NZ,medium_airport
CHT,Inia William Tuuta Memorial Airport,Te One,New Zealand,NZ,medium_airport
TWZ,Pukaki Airport,Twitzel,New Zealand,NZ,medium_airport
WIR,Wairoa Airport,Wairoa,New Zealand,NZ,medium_airport
WKA,Wanaka Airport,Wanaka,New Zealand,NZ,medium_airport
WAG,Wanganui Airport,Wanganui,New Zealand,NZ,medium_airport
WLG,Wellington International Airport,Wellington,New Zealand,NZ,large_airport
WSZ,Westport Airport,Westport,New Zealand,NZ,medium_airport
WHK,Whakatāne Airport,Whakatāne,New Zealand,NZ,medium_airport
WRE,Whangarei Airport,Whangarei,New Zealand,NZ,medium_airport
HKK,Hokitika Airfield,,New Zealand,NZ,medium_airport
TEU,Manapouri Airport,,New Zealand,NZ,medium_airport
MON,Mount Cook Airport,,New Zealand,NZ,medium_airport
OAM,Oamaru Airport,,New Zealand,NZ,medium_airport
PPQ,Paraparaumu Airport,,New Zealand,NZ,medium_airport
OHA,RNZAF Base Ohakea,,New Zealand,NZ,medium_airport
TIU,Timaru Airport,,New Zealand,NZ,medium_airport
BEF,Bluefields Airport,Bluefields,Nicaragua,NI,medium_airport
MGA,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,NI,large_airport
PUZ,Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,NI,medium_airport
AJY,Mano Dayak International Airport,Agadez,Niger,NE,medium_airport
MFQ,Maradi Airport,Maradi,Niger,NE,medium_airport
NIM,Diori Hamani International Airport,Niamey,Niger,NE,large_airport
THZ,Tahoua Airport,Tahoua,Niger,NE,medium_airport
ZND,Zinder Airport,Zinder,Niger,NE,medium_airport
ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,NG,large_airport
AKR,Akure Airport,Akure,Nigeria,NG,medium_airport
ABB,Asaba International Airport,Asaba,Nigeria,NG,large_airport
BCU,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,Nigeria,NG,large_airport
BNI,Benin Airport,Benin,Nigeria,NG,medium_airport
CBQ,Margaret Ekpo International Airport,Calabar,Nigeria,NG,medium_airport
ENU,Akanu Ibiam International Airport,Enegu,Nigeria,NG,large_airport
GMO,Gombe Lawanti International Airport,Gombe,Nigeria,NG,medium_airport
IBA,Ibadan Airport,Ibadan,Nigeria,NG,medium_airport
ILR,General Tunde Idiagbon International Airport,Ilorin-Ogbomosho,Nigeria,NG,large_airport
JOS,Yakubu Gowon Airport,Jos,Nigeria,NG,medium_airport
KAD,Kaduna International Airport,Kaduna,Nigeria,NG,large_airport
KAN,Mallam Aminu Kano International Airport,Kano,Nigeria,NG,large_airport
DKA,Umaru Musa Yar'adua Airport,Katsina,Nigeria,NG,medium_airport
LOS,Murtala Muhammed International Airport,Lagos,Nigeria,NG,large_airport
MIU,Maiduguri International Airport,Maiduguri,Nigeria,NG,large_airport
MDI,Makurdi Airport,Makurdi,Nigeria,NG,medium_airport
MXJ,Minna Airport,Minna,Nigeria,NG,medium_airport
QRW,Warri Airport,Okpe,Nigeria,NG,medium_airport
QOW,Sam Mbakwe International Cargo Airport,Owerri,Nigeria,NG,medium_airport
PHG,Port Harcourt City Airport - Port Harcourt Air Force Base,Port Harcourt,Nigeria,NG,medium_airport
PHC,Port Harcourt International Airport,Port Harcourt,Nigeria,NG,large_airport
SKO,Sadiq Abubakar III International Airport,Sokoto,Nigeria,NG,large_airport
QUO,Akwa Ibom International Airport,Uyo,Nigeria,NG,medium_airport
YOL,Yola Airport,Yola,Nigeria,NG,medium_airport
ZAR,Zaria Airport,Zaria,Nigeria,NG,medium_airport
IUE,Niue International Airport,Alofi,Niue,NU,medium_airport
NLK,Norfolk Island International Airport,Burnt Pine,Norfolk Island,NF,medium_airport
RGO,Orang (Chongjin) Airport,Hoemun-ri,North Korea,KP,medium_airport
FNJ,Pyongyang Sunan International Airport,Pyongyang,North Korea,KP,large_airport
DSO,Sondok Airport,Sŏndŏng-ni,North Korea,KP,medium_airport
WOS,Wonsan Kalma Airport,Wonsan,North Korea,KP,medium_airport
SKP,Skopje International Airport,Ilinden,North Macedonia,MK,large_airport
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,North Macedonia,MK,large_airport
SPN,Saipan International Airport,"I Fadang, Saipan",Northern Mariana Islands,MP,medium_airport
ROP,Rota International Airport,Rota Island,Northern Mariana Islands,MP,large_airport
TIQ,Francisco Manglona Borja - Tinian International Airport,Tinian Island,Northern Mariana Islands,MP,medium_airport
SSJ,"Sandnessjøen Airport, Stokka",Alstahaug,Norway,NO,medium_airport
ALF,Alta Airport,Alta,Norway,NO,medium_airport
ANX,"Andøya Airport, Andenes",Andenes,Norway,NO,medium_airport
BGO,"Bergen Airport, Flesland",Bergen,Norway,NO,large_airport
BVG,Berlevåg Airport,Berlevåg,Norway,NO,medium_airport
BOO,Bodø Airport,Bodø,Norway,NO,large_airport
BNN,"Brønnøysund Airport, Brønnøy",Brønnøy,Norway,NO,medium_airport
BJF,Båtsfjord Airport,Båtsfjord,Norway,NO,medium_airport
EVE,Harstad-Narvik Airport,Evenes,Norway,NO,large_airport
FRO,Florø Airport,Florø,Norway,NO,medium_airport
SKN,"Stokmarknes Airport, Skagen",Hadsel,Norway,NO,medium_airport
HFT,Hammerfest Airport,Hammerfest,Norway,NO,medium_airport
HVG,"Honningsvåg Airport, Valan",Honningsvåg,Norway,NO,medium_airport
HAU,"Haugesund Airport, Karmøy",Karmøy,Norway,NO,medium_airport
KKN,"Kirkenes Airport, Høybuktmoen",Kirkenes,Norway,NO,medium_airport
KRS,Kristiansand Airport,Kristiansand(Kjevik),Norway,NO,large_airport
KSU,"Kristiansund Airport, Kvernberget",Kvernberget,Norway,NO,medium_airport
LKL,"Lakselv Airport, Banak",Lakselv,Norway,NO,medium_airport
SRP,"Stord Airport, Sørstokken",Leirvik,Norway,NO,medium_airport
LKN,Leknes Airport,Leknes,Norway,NO,medium_airport
LYR,"Svalbard Airport, Longyear",Longyearbyen,Norway,NO,medium_airport
MEH,Mehamn Airport,Mehamn,Norway,NO,medium_airport
MQN,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,NO,medium_airport
MJF,"Mosjøen Airport, Kjærstad",Mosjøen,Norway,NO,medium_airport
BDU,Bardufoss Airport,Målselv,Norway,NO,medium_airport
NTB,Notodden Airport,Notodden,Norway,NO,medium_airport
OSL,Oslo-Gardermoen International Airport,Oslo (Gardermoen),Norway,NO,large_airport
RRS,Røros Airport,Røros,Norway,NO,medium_airport
RVK,"Rørvik Airport, Ryum",Rørvik,Norway,NO,medium_airport
TRF,"Sandefjord Airport, Torp",Sandefjord(Torp),Norway,NO,large_airport
SVG,"Stavanger Airport, Sola",Stavanger,Norway,NO,large_airport
SVJ,"Svolvær Airport, Helle",Svolvær,Norway,NO,medium_airport
SOJ,Sørkjosen Airport,Sørkjosen,Norway,NO,medium_airport
TOS,Tromsø Airport,Tromsø,Norway,NO,large_airport
TRD,"Trondheim Airport, Værnes",Trondheim,Norway,NO,large_airport
VDS,Vadsø Airport,Vadsø,Norway,NO,medium_airport
VAW,"Vardø Airport, Svartnes",Vardø,Norway,NO,medium_airport
AES,Ålesund Airport,Ålesund,Norway,NO,large_airport
MOL,"Molde Airport, Årø",Årø,Norway,NO,medium_airport
OLA,Ørland Airport,Ørland,Norway,NO,medium_airport
HOV,"Ørsta-Volda Airport, Hovden",Ørsta,Norway,NO,medium_airport
MNH,Mussanah Airport,Al Masna'ah,Oman,OM,medium_airport
DQM,Duqm International Airport,Duqm,Oman,OM,large_airport
KHS,Khasab Airport,Khasab,Oman,OM,medium_airport
MSH,RAFO Masirah,Masirah,Oman,OM,medium_airport
MCT,Muscat International Airport,Muscat-Seeb,Oman,OM,large_airport
SLL,Salalah International Airport,Salalah,Oman,OM,large_airport
OHS,Suhar International Airport,Suhar,Oman,OM,large_airport
TTH,Thumrait Air Base,Thumrait,Oman,OM,medium_airport
ISB,Islamabad International Airport,Attock,Pakistan,PK,large_airport
BHV,Bahawalpur Airport,Bahawalpur,Pakistan,PK,medium_airport
CJL,Chitral Airport,Chitral,Pakistan,PK,medium_airport
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,PK,medium_airport
DSK,Dera Ismael Khan Airport [IN-ACTIVE],Dera Ismael Khan,Pakistan,PK,medium_airport
LYP,Faisalabad International Airport,Faisalabad,Pakistan,PK,large_airport
PZH,Zhob Airport,Fort Sandeman,Pakistan,PK,medium_airport
GIL,Gilgit Airport,Gilgit,Pakistan,PK,medium_airport
GWD,New Gwadar International Airport,Gurandani,Pakistan,PK,large_airport
JAG,Shahbaz Air Base,Jacobabad,Pakistan,PK,medium_airport
ATG,Minhas Air Base,Kamra,Pakistan,PK,medium_airport
KHI,Jinnah International Airport,Karachi,Pakistan,PK,large_airport
LHE,Allama Iqbal International Airport,Lahore,Pakistan,PK,large_airport
XJM,Mangla Airport,Mangla,Pakistan,PK,medium_airport
MWD,Mianwali Air Base,Mianwali,Pakistan,PK,medium_airport
MJD,Moenjodaro Airport,Moenjodaro,Pakistan,PK,medium_airport
MUX,Multan International Airport,Multan,Pakistan,PK,large_airport
WNS,Shaheed Benazirabad Airport,Nawabashah,Pakistan,PK,medium_airport
PJG,Panjgur Airport,Panjgur,Pakistan,PK,medium_airport
PSI,Pasni Airport,Pasni,Pakistan,PK,medium_airport
PEW,Bacha Khan International Airport,Peshawar,Pakistan,PK,large_airport
UET,Quetta International Airport,Quetta,Pakistan,PK,large_airport
RYK,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,PK,medium_airport
RAZ,Rawalakot Airport,Rawalakot,Pakistan,PK,medium_airport
SDT,Saidu Sharif Airport,Saidu Sharif,Pakistan,PK,medium_airport
SGI,Mushaf Air Base,Sargodha,Pakistan,PK,medium_airport
SYW,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,PK,medium_airport
SKT,Sialkot International Airport,Sialkot,Pakistan,PK,large_airport
KDU,Skardu International Airport,Skardu,Pakistan,PK,large_airport
SUL,Sui Airport,Sui,Pakistan,PK,medium_airport
SKZ,Begum Nusrat Bhutto International Airport Sukkur,Sukkur,Pakistan,PK,medium_airport
TUK,Turbat International Airport,Turbat,Pakistan,PK,large_airport
ROR,Roman Tmetuchl International Airport,Babelthuap Island,Palau,PW,large_airport
PAC,Marcos A. Gelabert International Airport,Albrook,Panama,PA,medium_airport
CHX,Changuinola Captain Manuel Niño International Airport,Changuinola,Panama,PA,medium_airport
CTD,Alonso Valderrama Airport,Chitré,Panama,PA,medium_airport
ONX,Enrique Adolfo Jimenez Airport,Colón,Panama,PA,medium_airport
DAV,Enrique Malek International Airport,David,Panama,PA,medium_airport
BOC,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,Panama,PA,medium_airport
SYP,Ruben Cantu Airport,Santiago,Panama,PA,medium_airport
PTY,Tocumen International Airport,Tocumen,Panama,PA,large_airport
VMU,Baimuru Airport,Baimuru,Papua New Guinea,PG,medium_airport
OPU,Balimo Airport,Balimo,Papua New Guinea,PG,medium_airport
BUA,Buka Airport,Buka Island,Papua New Guinea,PG,medium_airport
DAU,Daru Airport,Daru,Papua New Guinea,PG,medium_airport
GKA,Goroka Airport,Goronka,Papua New Guinea,PG,medium_airport
GUR,Gurney Airport,Gurney,Papua New Guinea,PG,medium_airport
KVG,Kavieng Airport,Kavieng,Papua New Guinea,PG,medium_airport
KMA,Kerema Airport,Kerema,Papua New Guinea,PG,medium_airport
HKN,Hoskins Airport,Kimbe,Papua New Guinea,PG,medium_airport
RAB,Tokua Airport,Kokopo,Papua New Guinea,PG,medium_airport
CMU,Chimbu Airport,Kundiawa,Papua New Guinea,PG,medium_airport
LAE,Nadzab Tomodachi International Airport,Lae,Papua New Guinea,PG,large_airport
MAG,Madang Airport,Madang,Papua New Guinea,PG,medium_airport
MAS,Momote Airport,Manus Island,Papua New Guinea,PG,medium_airport
MDU,Mendi Airport,Mendi,Papua New Guinea,PG,medium_airport
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,PG,medium_airport
PNP,Girua Airport,Popondetta,Papua New Guinea,PG,medium_airport
POM,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,PG,large_airport
VAI,Vanimo Airport,Vanimo,Papua New Guinea,PG,medium_airport
WBM,Wapenamanda Airport,Wapenamanda,Papua New Guinea,PG,medium_airport
WWK,Wewak International Airport,Wewak,Papua New Guinea,PG,medium_airport
ASU,Silvio Pettirossi International Airport,Asunción,Paraguay,PY,large_airport
AYO,Aeropuerto Nacional Juan de Ayolas,Ayolas,Paraguay,PY,medium_airport
AGT,Guaraní International Airport,Ciudad del Este,Paraguay,PY,large_airport
CIO,Lieutenant Colonel Carmelo Peralta National Airport,Concepción,Paraguay,PY,medium_airport
ENO,Teniente Ramon A. Ayub Gonzalez International Airport,Encarnación,Paraguay,PY,large_airport
ESG,Dr. Luis María Argaña International Airport,Mariscal Estigarribia,Paraguay,PY,medium_airport
PJC,Aeropuerto Nacional Dr. Augusto Roberto Fuster,Pedro Juan Caballero,Paraguay,PY,medium_airport
PIL,Aeródromo Don Carlos Miguel Gimenez,Pilar,Paraguay,PY,medium_airport
VMI,Aeropuerto Nacional Doctor Juan Plate,Puerto Vallemi,Paraguay,PY,medium_airport
ATA,Comandante FAP German Arias Graziani Airport,Anta,Peru,PE,medium_airport
AQP,Rodríguez Ballón International Airport,Arequipa,Peru,PE,large_airport
AYX,Teniente General Gerardo Pérez Pinedo Airport,Atalaya,Peru,PE,medium_airport
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,Peru,PE,medium_airport
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,PE,medium_airport
CHH,Chachapoyas Airport,Chachapoyas,Peru,PE,medium_airport
CIX,Capitán FAP José A. Quiñones González International Airport,Chiclayo,Peru,PE,large_airport
CHM,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,Chimbote,Peru,PE,medium_airport
CUZ,Alejandro Velasco Astete International Airport,Cusco,Peru,PE,large_airport
HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,PE,medium_airport
IBP,Iberia Airport,Iberia,Peru,PE,medium_airport
ILQ,General Jorge Fernandez Maldon Airport,Ilo,Peru,PE,medium_airport
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,PE,large_airport
JAU,Francisco Carle Airport,Jauja,Peru,PE,medium_airport
JAE,Shumba Airport,Jaén,Peru,PE,medium_airport
JJI,Juanjui Airport,Juanjuí,Peru,PE,medium_airport
JUL,Inca Manco Capac International Airport,Juliaca,Peru,PE,large_airport
LIM,Jorge Chávez International Airport,Lima,Peru,PE,large_airport
NZC,Maria Reiche Neuman Airport,Nazca,Peru,PE,medium_airport
PIO,Captain Renán Elías Olivera International Airport,Pisco,Peru,PE,large_airport
PIU,PAF Captain Guillermo Concha Iberico International Airport,Piura,Peru,PE,medium_airport
PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PE,large_airport
PEM,Padre Aldamiz International Airport,Puerto Maldonado,Peru,PE,medium_airport
RIJ,Juan Simons Vela Airport,Rioja,Peru,PE,medium_airport
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,PE,medium_airport
TYL,Captain Victor Montes Arias International Airport,Talara,Peru,PE,medium_airport
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,PE,medium_airport
TRU,Capitán FAP Carlos Martínez de Pinillos International Airport,Trujillo,Peru,PE,large_airport
TBP,Captain Pedro Canga Rodríguez International Airport,Tumbes,Peru,PE,medium_airport
YMS,Moises Benzaquen Rengifo Airport,Yurimaguas,Peru,PE,medium_airport
BCD,Bacolod-Silay International Airport,Bacolod City,Philippines,PH,large_airport
BAG,Loakan Airport,Baguio,Philippines,PH,medium_airport
BQA,Dr. Juan C. Angara Airport,Baler,Philippines,PH,medium_airport
BSO,Basco Airport,Basco,Philippines,PH,medium_airport
BPH,Bislig Airport,Bislig,Philippines,PH,medium_airport
TWT,Sanga Sanga Airport,Bongao,Philippines,PH,medium_airport
BXU,Bancasi Airport,Butuan,Philippines,PH,medium_airport
ILO,Iloilo International Airport,Cabatuan,Philippines,PH,large_airport
CYP,Calbayog Airport,Calbayog City,Philippines,PH,medium_airport
CRM,Catarman National Airport,Catarman,Philippines,PH,medium_airport
MPH,Godofredo P. Ramos Airport,Caticlan,Philippines,PH,medium_airport
CYZ,Cauayan Airport,Cauayan City,Philippines,PH,medium_airport
SGL,Danilo Atienza Air Base,Cavite,Philippines,PH,medium_airport
CEB,Mactan Cebu International Airport,Cebu City-Lapu-Lapu City,Philippines,PH,large_airport
USU,Francisco B. Reyes (Busuanga) Airport,Coron,Philippines,PH,medium_airport
DTE,Daet Airport,Daet,Philippines,PH,medium_airport
CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,Philippines,PH,medium_airport
DVO,Francisco Bangoy International Airport,Davao,Philippines,PH,large_airport
DPL,Dipolog Airport,Dipolog,Philippines,PH,medium_airport
DGT,Sibulan Airport,Dumaguete City,Philippines,PH,medium_airport
MRQ,Marinduque Airport,Gasan,Philippines,PH,medium_airport
GES,General Santos International Airport,General Santos,Philippines,PH,large_airport
JOL,Jolo Airport,Jolo,Philippines,PH,medium_airport
KLO,Kalibo International Airport,Kalibo,Philippines,PH,large_airport
CGY,Laguindingan International Airport,Laguindingan,Philippines,PH,large_airport
LLC,Cagayan North International Airport,Lal-lo,Philippines,PH,medium_airport
LAO,Laoag International Airport,Laoag City,Philippines,PH,large_airport
DRP,Bicol International Airport,Legazpi,Philippines,PH,large_airport
LBX,Lubang Airport,Lubang,Philippines,PH,medium_airport
CRK,Clark International Airport - Clark Air Base,Mabalacat,Philippines,PH,large_airport
CGM,Camiguin Airport,Mambajao,Philippines,PH,medium_airport
MBO,Mamburao Airport,Mamburao,Philippines,PH,medium_airport
MNL,Ninoy Aquino International Airport,Manila (Pasay),Philippines,PH,large_airport
MBT,Moises R. Espinosa Airport,Masbate,Philippines,PH,medium_airport
MXI,Mati National Airport,Mati,Philippines,PH,medium_airport
WNP,Naga Airport,Naga,Philippines,PH,medium_airport
SFS,Subic Bay International Airport - Naval Air Station Cubi Point,Olongapo,Philippines,PH,large_airport
OMC,Ormoc Airport,Ormoc City,Philippines,PH,medium_airport
OZC,Labo Airport,Ozamiz,Philippines,PH,medium_airport
PAG,Pagadian Airport,Pagadian,Philippines,PH,medium_airport
TAG,Bohol-Panglao International Airport,Panglao,Philippines,PH,large_airport
PPS,Puerto Princesa International Airport - PAF Antonio Bautista Air Base,Puerto Princesa,Philippines,PH,large_airport
RXS,Roxas Airport,Roxas City,Philippines,PH,medium_airport
SFE,San Fernando Airport,San Fernando,Philippines,PH,medium_airport
EUQ,Evelio Javier Airport,San Jose,Philippines,PH,medium_airport
SJI,San Jose Airport,San Jose,Philippines,PH,medium_airport
AAV,Allah Valley Airport,Surallah,Philippines,PH,medium_airport
SUG,Surigao Airport,Surigao City,Philippines,PH,medium_airport
TBH,Tugdan Airport,Tablas Island,Philippines,PH,medium_airport
TAC,Daniel Z. Romualdez Airport,Tacloban City,Philippines,PH,medium_airport
TDG,Tandag Airport,Tandag,Philippines,PH,medium_airport
TUG,Tuguegarao Airport,Tuguegarao City,Philippines,PH,medium_airport
VRC,Virac Airport,Virac,Philippines,PH,medium_airport
ZAM,Zamboanga International Airport,Zamboanga,Philippines,PH,large_airport
KRK,Kraków John Paul II International Airport,Balice,Poland,PL,large_airport
BZG,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,Poland,PL,medium_airport
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,Poland,PL,large_airport
RZE,Rzeszów-Jasionka Airport,Jasionka,Poland,PL,large_airport
KTW,Katowice Wojciech Korfanty International Airport,Katowice,Poland,PL,large_airport
LUZ,Lublin Airport,Lublin,Poland,PL,large_airport
IEG,Zielona Góra-Babimost Airport,Nowe Kramsko,Poland,PL,medium_airport
WMI,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,Poland,PL,large_airport
POZ,Poznań-Ławica Airport,Poznań,Poland,PL,large_airport
RDO,Warsaw Radom Airport,Radom,Poland,PL,medium_airport
SZZ,Solidarity Szczecin–Goleniów Airport,Szczecin(Glewice),Poland,PL,large_airport
SZY,Olsztyn-Mazury Airport,Szymany,Poland,PL,medium_airport
WAW,Warsaw Chopin Airport,Warsaw,Poland,PL,large_airport
WRO,Copernicus Wrocław Airport,Wrocław,Poland,PL,large_airport
LCJ,Łódź Władysław Reymont Airport,Łódź,Poland,PL,large_airport
BYJ,Beja Airport - Airbase,Beja,Portugal,PT,medium_airport
BGC,Bragança Airport,Bragança,Portugal,PT,medium_airport
CAT,Cascais Airport,Cascais,Portugal,PT,medium_airport
FAO,Faro - Gago Coutinho International Airport,Faro,Portugal,PT,large_airport
FNC,Cristiano Ronaldo International Airport,Funchal,Portugal,PT,large_airport
HOR,Horta Airport,Horta,Portugal,PT,medium_airport
LIS,Lisbon Humberto Delgado Airport,Lisbon,Portugal,PT,large_airport
PIX,Pico Airport,Pico Island,Portugal,PT,medium_airport
PDL,João Paulo II Airport,Ponta Delgada,Portugal,PT,large_airport
PRM,Portimão Airport,Portimão,Portugal,PT,medium_airport
OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,PT,large_airport
TER,Lajes Airport,Praia da Vitória,Portugal,PT,medium_airport
GRW,Graciosa Airport,Santa Cruz da Graciosa,Portugal,PT,medium_airport
FLW,Flores Airport,Santa Cruz das Flores,Portugal,PT,medium_airport
SJZ,São Jorge Airport,Velas,Portugal,PT,medium_airport
PXO,Porto Santo Airport,Vila Baleira,Portugal,PT,medium_airport
VRL,Vila Real Airport,Vila Real,Portugal,PT,medium_airport
SMA,Santa Maria Airport,Vila do Porto,Portugal,PT,medium_airport
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,PT,medium_airport
BQN,Rafael Hernández International Airport,Aguadilla,Puerto Rico,PR,medium_airport
ARE,Antonio Nery Juarbe Pol Airport,Arecibo,Puerto Rico,PR,medium_airport
NRR,José Aponte de la Torre Airport,Ceiba,Puerto Rico,PR,medium_airport
CPX,Benjamin Rivera Noriega Airport,Culebra,Puerto Rico,PR,medium_airport
MAZ,Eugenio Maria De Hostos Airport,Mayaguez,Puerto Rico,PR,medium_airport
PSE,Mercedita International Airport,Ponce,Puerto Rico,PR,medium_airport
SIG,Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,PR,medium_airport
SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,PR,large_airport
VQS,Antonio Rivera Rodriguez Airport,Vieques,Puerto Rico,PR,medium_airport
XJD,Al Udeid Air Base,Ar Rayyan,Qatar,QA,medium_airport
DIA,Doha International Airport,Doha,Qatar,QA,large_airport
DOH,Hamad International Airport,Doha,Qatar,QA,large_airport
ARW,Arad International Airport,Arad,Romania,RO,medium_airport
BCM,Bacău George Enescu International  Airport,Bacău,Romania,RO,large_airport
GHV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),Romania,RO,large_airport
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,Romania,RO,large_airport
CSB,Caransebeş Airport,Caransebeş,Romania,RO,medium_airport
CLJ,Avram Iancu Cluj International Airport,Cluj-Napoca,Romania,RO,large_airport
CND,Mihail Kogălniceanu International Airport,Constanța,Romania,RO,large_airport
CRA,Craiova International Airport,Craiova,Romania,RO,large_airport
IAS,Iaşi International Airport,Iaşi,Romania,RO,large_airport
TCE,Tulcea Danube Delta Airport,Mihail Kogălniceanu,Romania,RO,medium_airport
OMR,Oradea International Airport,Oradea,Romania,RO,large_airport
OTP,Bucharest Henri Coandă International Airport,Otopeni,Romania,RO,large_airport
TGM,Târgu Mureş Transilvania International Airport,Recea,Romania,RO,medium_airport
SUJ,Satu Mare International Airport,Satu Mare,Romania,RO,medium_airport
SBZ,Sibiu International Airport,Sibiu,Romania,RO,large_airport
SCV,Suceava Ștefan cel Mare International Airport,Suceava,Romania,RO,large_airport
TSR,Timișoara Traian Vuia International Airport,Timişoara,Romania,RO,large_airport
BAY,Maramureș International Airport,Tăuții-Măgherăuș,Romania,RO,medium_airport
ABA,Abakan International Airport,Abakan,Russia,RU,large_airport
ACS,Achinsk Airport,Achinsk,Russia,RU,medium_airport
AMV,Amderma Airport,Amderma,Russia,RU,medium_airport
DYR,Ugolny Yuri Ryktheu Airport,Anadyr,Russia,RU,medium_airport
PWE,Pevek Airport,Apapelgino,Russia,RU,medium_airport
ARH,Talagi Airport,Archangelsk,Russia,RU,medium_airport
VKV,Vaskovo Airport,Arkhangelsk,Russia,RU,medium_airport
VVO,Vladivostok International Airport,Artyom,Russia,RU,large_airport
ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,Russia,RU,large_airport
BWO,Balakovo Airport,Balakovo,Russia,RU,medium_airport
BAX,Barnaul Gherman Titov International Airport,Barnaul,Russia,RU,large_airport
BKA,Baykit Airport,Baykit,Russia,RU,medium_airport
BGN,Belaya Gora Airport,Belaya Gora,Russia,RU,medium_airport
EGO,Belgorod International Airport,Belgorod,Russia,RU,medium_airport
OGZ,Vladikavkaz Beslan International Airport,Beslan,Russia,RU,medium_airport
BQS,Ignatyevo Airport,Blagoveschensk,Russia,RU,medium_airport
TGP,Podkamennaya Tunguska Airport,Bor,Russia,RU,medium_airport
BVJ,Bovanenkovo Airport,Bovanenkovo,Russia,RU,medium_airport
BTK,Bratsk Airport,Bratsk,Russia,RU,medium_airport
BZK,Bryansk International Airport,Bryansk,Russia,RU,medium_airport
UUA,Bugulma Airport,Bugulma,Russia,RU,medium_airport
CSY,Cheboksary Airport,Cheboksary,Russia,RU,medium_airport
CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,Russia,RU,large_airport
ULY,Ulyanovsk Vostochny Airport,Cherdakly,Russia,RU,medium_airport
CEE,Cherepovets Airport,Cherepovets,Russia,RU,medium_airport
CYX,Cherskiy Airport,Cherskiy,Russia,RU,medium_airport
HTA,Chita-Kadala International Airport,Chita,Russia,RU,large_airport
CKH,Chokurdakh Airport,Chokurdah,Russia,RU,medium_airport
PVS,Provideniya Bay Airport,Chukotka,Russia,RU,medium_airport
DKS,Dikson Airport,Dikson,Russia,RU,medium_airport
ESL,Elista Airport,Elista,Russia,RU,medium_airport
SWV,Severo-Evensk Airport,Evensk,Russia,RU,medium_airport
GDZ,Gelendzhik Airport,Gelendzhik,Russia,RU,medium_airport
RGK,Gorno-Altaysk Airport,Gorno-Altaysk,Russia,RU,medium_airport
GRV,Akhmat Kadyrov Grozny International Airport,Grozny,Russia,RU,large_airport
IAA,Igarka Airport,Igarka,Russia,RU,medium_airport
INA,Inta Airport,Inta,Russia,RU,medium_airport
IKT,Irkutsk International Airport,Irkutsk,Russia,RU,large_airport
IWA,Ivanovo South Airport,Ivanovo,Russia,RU,medium_airport
IJK,Izhevsk Airport,Izhevsk,Russia,RU,medium_airport
KGD,Khrabrovo Airport,Kaliningrad,Russia,RU,large_airport
KLF,Grabtsevo Airport,Kaluga,Russia,RU,medium_airport
