payroll_id,driver_id,pay_period_start,pay_period_end,payment_date,base_salary_usd,trip_bonuses_usd,performance_bonus_usd,overtime_hours,overtime_pay_usd,deductions_usd,net_pay_usd,payment_method,payment_status,trips_completed,total_distance_km
PAY-01036,DRV-136,2024-07-01,2024-07-31,2024-08-05,796,0.0,46.59,20,131.07,134.29,839.37,Bank Transfer,Paid,0,0
PAY-01037,DRV-137,2024-07-01,2024-07-31,2024-08-05,673,0.0,0,4,26.2,92.66,606.55,Bank Transfer,Paid,0,0
PAY-01038,DRV-138,2024-07-01,2024-07-31,2024-08-05,873,47.84,36.2,15,82.39,104.96,934.47,Bank Transfer,Paid,4,1500
PAY-01039,DRV-139,2024-07-01,2024-07-31,2024-08-05,778,0.0,0,3,19.54,100.38,697.16,Bank Transfer,Paid,0,0
PAY-01040,DRV-140,2024-07-01,2024-07-31,2024-08-05,832,64.69,0,22,121.72,123.84,894.58,Bank Transfer,Paid,7,5038
PAY-01041,DRV-141,2024-07-01,2024-07-31,2024-08-05,678,0.0,31.07,9,52.26,107.25,654.08,Bank Transfer,Paid,0,0
PAY-01042,DRV-142,2024-07-01,2024-07-31,2024-08-05,746,0.0,63.76,20,104.52,130.23,784.05,Bank Transfer,Paid,0,0
PAY-01043,DRV-143,2024-07-01,2024-07-31,2024-08-05,715,0.0,60.13,19,95.3,111.0,759.43,Bank Transfer,Paid,0,0
PAY-01044,DRV-144,2024-07-01,2024-07-31,2024-08-05,838,0.0,0,18,93.29,124.66,806.63,Bank Transfer,Paid,0,0
PAY-01045,DRV-145,2024-07-01,2024-07-31,2024-08-05,757,0.0,0,8,52.29,109.05,700.24,Bank Transfer,Paid,0,0
PAY-01046,DRV-146,2024-07-01,2024-07-31,2024-08-05,677,0.0,0,0,0.0,109.62,567.38,Bank Transfer,Paid,0,0
PAY-01047,DRV-147,2024-07-01,2024-07-31,2024-08-05,846,0.0,21.19,11,57.76,137.71,787.24,Bank Transfer,Paid,0,0
PAY-01048,DRV-148,2024-07-01,2024-07-31,2024-08-05,871,0.0,0,11,66.44,106.07,831.37,Bank Transfer,Paid,0,0
PAY-01049,DRV-149,2024-07-01,2024-07-31,2024-08-05,883,0.0,0,10,55.12,128.45,809.67,Bank Transfer,Paid,0,0
PAY-01050,DRV-150,2024-07-01,2024-07-31,2024-08-05,662,0.0,55.17,23,116.42,92.78,740.81,Bank Transfer,Paid,0,0
PAY-01051,DRV-001,2024-08-01,2024-08-31,2024-09-05,872,23.98,44.52,7,36.23,142.24,834.49,Bank Transfer,Paid,2,1555
PAY-01052,DRV-002,2024-08-01,2024-08-31,2024-09-05,691,17.2,34.92,11,72.2,109.89,705.42,Bank Transfer,Paid,2,940
PAY-01053,DRV-003,2024-08-01,2024-08-31,2024-09-05,671,0.0,30.57,7,36.26,94.79,643.03,Bank Transfer,Paid,0,0
PAY-01054,DRV-004,2024-08-01,2024-08-31,2024-09-05,758,83.4,35.83,17,103.15,119.01,861.38,Bank Transfer,Paid,8,4001
PAY-01055,DRV-005,2024-08-01,2024-08-31,2024-09-05,942,16.03,23.05,2,10.55,162.19,829.44,Bank Transfer,Paid,2,565
PAY-01056,DRV-006,2024-08-01,2024-08-31,2024-09-05,712,0.0,57.09,13,76.9,110.81,735.19,Bank Transfer,Paid,0,0
PAY-01057,DRV-007,2024-08-01,2024-08-31,2024-09-05,906,10.81,43.43,11,71.32,134.12,897.44,Bank Transfer,Paid,1,466
PAY-01058,DRV-008,2024-08-01,2024-08-31,2024-09-05,663,0.0,0,19,113.47,88.19,688.27,Bank Transfer,Paid,0,0
PAY-01059,DRV-009,2024-08-01,2024-08-31,2024-09-05,901,0.0,22.41,7,36.07,154.17,805.31,Bank Transfer,Paid,0,0
PAY-01060,DRV-010,2024-08-01,2024-08-31,2024-09-05,654,0.0,0,23,155.9,102.33,707.58,Bank Transfer,Paid,0,0
PAY-01061,DRV-011,2024-08-01,2024-08-31,2024-09-05,849,0.0,0,13,81.56,107.83,822.73,Bank Transfer,Paid,0,0
PAY-01062,DRV-012,2024-08-01,2024-08-31,2024-09-05,792,0.0,0,7,45.61,108.31,729.3,Bank Transfer,Paid,0,0
PAY-01063,DRV-013,2024-08-01,2024-08-31,2024-09-05,846,23.69,30.18,10,63.42,143.27,820.03,Bank Transfer,Paid,2,1314
PAY-01064,DRV-014,2024-08-01,2024-08-31,2024-09-05,868,0.0,0,6,38.96,149.13,757.83,Bank Transfer,Paid,0,0
PAY-01065,DRV-015,2024-08-01,2024-08-31,2024-09-05,763,22.13,48.24,3,20.64,106.09,747.91,Bank Transfer,Paid,2,240
PAY-01066,DRV-016,2024-08-01,2024-08-31,2024-09-05,869,0.0,67.26,15,75.99,107.82,904.43,Bank Transfer,Paid,0,0
PAY-01067,DRV-017,2024-08-01,2024-08-31,2024-09-05,720,0.0,32.43,12,75.61,94.0,734.04,Bank Transfer,Paid,0,0
PAY-01068,DRV-018,2024-08-01,2024-08-31,2024-09-05,923,28.16,28.68,25,159.08,143.64,995.27,Bank Transfer,Paid,3,2517
PAY-01069,DRV-019,2024-08-01,2024-08-31,2024-09-05,861,0.0,27.6,16,80.48,137.04,832.04,Bank Transfer,Paid,0,0
PAY-01070,DRV-020,2024-08-01,2024-08-31,2024-09-05,753,0.0,57.55,25,147.21,98.61,859.16,Bank Transfer,Paid,0,0
PAY-01071,DRV-021,2024-08-01,2024-08-31,2024-09-05,764,44.87,0,7,42.79,136.55,715.11,Bank Transfer,Paid,5,4369
PAY-01072,DRV-022,2024-08-01,2024-08-31,2024-09-05,852,10.05,59.61,7,39.67,118.26,843.08,Bank Transfer,Paid,1,529
PAY-01073,DRV-023,2024-08-01,2024-08-31,2024-09-05,896,0.0,0,1,5.43,109.91,791.52,Bank Transfer,Paid,0,0
PAY-01074,DRV-024,2024-08-01,2024-08-31,2024-09-05,766,0.0,75.55,4,20.07,115.01,746.6,Bank Transfer,Paid,0,0
PAY-01075,DRV-025,2024-08-01,2024-08-31,2024-09-05,792,0.0,0,6,41.95,137.64,696.31,Bank Transfer,Paid,0,0
PAY-01076,DRV-026,2024-08-01,2024-08-31,2024-09-05,934,0.0,55.85,15,91.33,112.76,968.42,Bank Transfer,Paid,0,0
PAY-01077,DRV-027,2024-08-01,2024-08-31,2024-09-05,938,19.5,37.0,7,38.22,144.34,888.38,Bank Transfer,Paid,2,774
PAY-01078,DRV-028,2024-08-01,2024-08-31,2024-09-05,884,21.81,0,14,80.32,130.87,855.25,Bank Transfer,Paid,2,1314
PAY-01079,DRV-029,2024-08-01,2024-08-31,2024-09-05,900,22.93,44.65,11,57.27,142.79,882.07,Bank Transfer,Paid,2,632
PAY-01080,DRV-030,2024-08-01,2024-08-31,2024-09-05,847,22.74,69.65,9,52.25,114.81,876.84,Bank Transfer,Paid,2,696
PAY-01081,DRV-031,2024-08-01,2024-08-31,2024-09-05,861,40.41,0,24,142.96,143.82,900.55,Bank Transfer,Paid,5,2104
PAY-01082,DRV-032,2024-08-01,2024-08-31,2024-09-05,660,38.17,46.92,1,6.48,88.63,662.94,Bank Transfer,Paid,4,3087
PAY-01083,DRV-033,2024-08-01,2024-08-31,2024-09-05,664,0.0,0,13,90.78,108.05,646.73,Bank Transfer,Paid,0,0
PAY-01084,DRV-034,2024-08-01,2024-08-31,2024-09-05,662,75.17,0,2,13.68,97.14,653.7,Bank Transfer,Paid,7,3498
PAY-01085,DRV-035,2024-08-01,2024-08-31,2024-09-05,808,0.0,0,19,123.97,128.03,803.93,Bank Transfer,Paid,0,0
PAY-01086,DRV-036,2024-08-01,2024-08-31,2024-09-05,903,11.28,82.07,11,68.59,143.05,921.89,Bank Transfer,Paid,1,81
PAY-01087,DRV-037,2024-08-01,2024-08-31,2024-09-05,662,0.0,42.54,6,30.0,89.14,645.41,Bank Transfer,Paid,0,0
PAY-01088,DRV-038,2024-08-01,2024-08-31,2024-09-05,733,0.0,25.54,24,160.83,117.09,802.28,Bank Transfer,Paid,0,0
PAY-01089,DRV-039,2024-08-01,2024-08-31,2024-09-05,810,11.13,0,10,50.13,106.73,764.53,Bank Transfer,Paid,1,461
PAY-01090,DRV-040,2024-08-01,2024-08-31,2024-09-05,908,18.94,27.32,9,50.06,127.16,877.16,Bank Transfer,Paid,2,1024
PAY-01091,DRV-041,2024-08-01,2024-08-31,2024-09-05,805,8.06,0,2,11.17,102.31,721.92,Bank Transfer,Paid,1,494
PAY-01092,DRV-042,2024-08-01,2024-08-31,2024-09-05,818,0.0,0,15,76.9,119.76,775.14,Bank Transfer,Paid,0,0
PAY-01093,DRV-043,2024-08-01,2024-08-31,2024-09-05,691,23.41,0,3,16.31,108.7,622.01,Bank Transfer,Paid,2,1095
PAY-01094,DRV-044,2024-08-01,2024-08-31,2024-09-05,919,71.99,50.75,23,121.0,151.91,1010.83,Bank Transfer,Paid,8,3248
PAY-01095,DRV-045,2024-08-01,2024-08-31,2024-09-05,717,0.0,51.87,7,44.76,127.08,686.56,Bank Transfer,Paid,0,0
PAY-01096,DRV-046,2024-08-01,2024-08-31,2024-09-05,775,0.0,51.89,25,174.8,138.03,863.66,Bank Transfer,Paid,0,0
PAY-01097,DRV-047,2024-08-01,2024-08-31,2024-09-05,794,141.75,37.39,23,133.13,124.37,981.91,Bank Transfer,Paid,12,6602
PAY-01098,DRV-048,2024-08-01,2024-08-31,2024-09-05,900,28.33,63.89,0,0.0,110.47,881.76,Bank Transfer,Paid,3,2413
PAY-01099,DRV-049,2024-08-01,2024-08-31,2024-09-05,677,36.49,64.35,20,134.55,97.65,814.74,Bank Transfer,Paid,4,2370
PAY-01100,DRV-050,2024-08-01,2024-08-31,2024-09-05,896,0.0,43.03,18,123.02,147.51,914.54,Bank Transfer,Paid,0,0
PAY-01101,DRV-051,2024-08-01,2024-08-31,2024-09-05,842,0.0,83.98,7,48.88,119.11,855.75,Bank Transfer,Paid,0,0
PAY-01102,DRV-052,2024-08-01,2024-08-31,2024-09-05,929,0.0,62.55,15,85.88,114.96,962.47,Bank Transfer,Paid,0,0
PAY-01103,DRV-053,2024-08-01,2024-08-31,2024-09-05,747,10.4,47.05,16,100.35,108.82,795.97,Bank Transfer,Paid,1,149
PAY-01104,DRV-054,2024-08-01,2024-08-31,2024-09-05,731,99.63,29.42,1,6.83,89.46,777.42,Bank Transfer,Paid,10,5136
PAY-01105,DRV-055,2024-08-01,2024-08-31,2024-09-05,737,8.57,0,19,122.71,103.9,764.38,Bank Transfer,Paid,1,324
PAY-01106,DRV-056,2024-08-01,2024-08-31,2024-09-05,941,8.92,56.23,9,47.34,165.19,888.3,Bank Transfer,Paid,1,494
PAY-01107,DRV-057,2024-08-01,2024-08-31,2024-09-05,862,17.49,0,9,47.82,132.48,794.83,Bank Transfer,Paid,2,1435
PAY-01108,DRV-058,2024-08-01,2024-08-31,2024-09-05,808,0.0,30.42,11,62.85,118.0,783.26,Bank Transfer,Paid,0,0
PAY-01109,DRV-059,2024-08-01,2024-08-31,2024-09-05,922,0.0,50.73,2,13.09,111.04,874.78,Bank Transfer,Paid,0,0
PAY-01110,DRV-060,2024-08-01,2024-08-31,2024-09-05,932,0.0,35.11,25,158.56,158.36,967.31,Bank Transfer,Paid,0,0
PAY-01111,DRV-061,2024-08-01,2024-08-31,2024-09-05,699,0.0,60.61,11,66.55,109.15,717.01,Bank Transfer,Paid,0,0
PAY-01112,DRV-062,2024-08-01,2024-08-31,2024-09-05,862,0.0,47.36,5,34.22,103.76,839.82,Bank Transfer,Paid,0,0
PAY-01113,DRV-063,2024-08-01,2024-08-31,2024-09-05,730,0.0,70.55,11,66.97,126.03,741.49,Bank Transfer,Paid,0,0
PAY-01114,DRV-064,2024-08-01,2024-08-31,2024-09-05,725,0.0,0,21,117.47,107.82,734.65,Bank Transfer,Paid,0,0
PAY-01115,DRV-065,2024-08-01,2024-08-31,2024-09-05,902,74.05,51.18,13,70.25,116.4,981.07,Bank Transfer,Paid,7,4024
PAY-01116,DRV-066,2024-08-01,2024-08-31,2024-09-05,854,0.0,48.68,15,75.32,138.44,839.56,Bank Transfer,Paid,0,0
PAY-01117,DRV-067,2024-08-01,2024-08-31,2024-09-05,769,0.0,0,8,53.78,129.13,693.65,Bank Transfer,Paid,0,0
PAY-01118,DRV-068,2024-08-01,2024-08-31,2024-09-05,872,0.0,57.56,14,92.69,110.47,911.77,Bank Transfer,Paid,0,0
PAY-01119,DRV-069,2024-08-01,2024-08-31,2024-09-05,783,0.0,0,17,85.77,104.56,764.22,Bank Transfer,Paid,0,0
PAY-01120,DRV-070,2024-08-01,2024-08-31,2024-09-05,669,33.08,0,10,66.66,110.7,658.04,Bank Transfer,Paid,4,2927
PAY-01121,DRV-071,2024-08-01,2024-08-31,2024-09-05,943,49.61,57.11,10,57.38,151.23,955.86,Bank Transfer,Paid,5,4209
PAY-01122,DRV-072,2024-08-01,2024-08-31,2024-09-05,889,0.0,60.12,16,87.85,130.2,906.76,Bank Transfer,Paid,0,0
PAY-01123,DRV-073,2024-08-01,2024-08-31,2024-09-05,848,0.0,42.11,10,62.85,135.99,816.97,Bank Transfer,Paid,0,0
PAY-01124,DRV-074,2024-08-01,2024-08-31,2024-09-05,670,0.0,44.09,19,114.62,119.63,709.07,Bank Transfer,Paid,0,0
PAY-01125,DRV-075,2024-08-01,2024-08-31,2024-09-05,746,0.0,0,10,67.16,115.82,697.34,Bank Transfer,Paid,0,0
PAY-01126,DRV-076,2024-08-01,2024-08-31,2024-09-05,837,10.8,57.05,1,5.18,104.15,805.87,Bank Transfer,Paid,1,422
PAY-01127,DRV-077,2024-08-01,2024-08-31,2024-09-05,841,49.22,41.29,7,42.44,129.22,844.73,Bank Transfer,Paid,5,2703
PAY-01128,DRV-078,2024-08-01,2024-08-31,2024-09-05,819,10.43,29.78,5,25.44,134.13,750.53,Bank Transfer,Paid,1,845
PAY-01129,DRV-079,2024-08-01,2024-08-31,2024-09-05,867,0.0,26.29,21,106.42,139.27,860.45,Bank Transfer,Paid,0,0
PAY-01130,DRV-080,2024-08-01,2024-08-31,2024-09-05,867,26.49,0,14,75.31,138.09,830.71,Bank Transfer,Paid,3,1667
PAY-01131,DRV-081,2024-08-01,2024-08-31,2024-09-05,793,0.0,0,11,55.28,115.93,732.35,Bank Transfer,Paid,0,0
PAY-01132,DRV-082,2024-08-01,2024-08-31,2024-09-05,925,0.0,53.3,12,69.04,139.86,907.48,Bank Transfer,Paid,0,0
PAY-01133,DRV-083,2024-08-01,2024-08-31,2024-09-05,704,0.0,0,17,85.84,107.45,682.39,Bank Transfer,Paid,0,0
PAY-01134,DRV-084,2024-08-01,2024-08-31,2024-09-05,815,25.31,0,11,59.72,144.22,755.81,Bank Transfer,Paid,3,2382
PAY-01135,DRV-085,2024-08-01,2024-08-31,2024-09-05,786,24.12,44.69,14,81.15,124.74,811.23,Bank Transfer,Paid,3,1969
PAY-01136,DRV-086,2024-08-01,2024-08-31,2024-09-05,937,0.0,57.83,6,37.76,150.66,881.93,Bank Transfer,Paid,0,0
PAY-01137,DRV-087,2024-08-01,2024-08-31,2024-09-05,760,0.0,60.16,18,118.09,96.47,841.77,Bank Transfer,Paid,0,0
PAY-01138,DRV-088,2024-08-01,2024-08-31,2024-09-05,673,0.0,58.04,13,80.67,91.81,719.9,Bank Transfer,Paid,0,0
PAY-01139,DRV-089,2024-08-01,2024-08-31,2024-09-05,693,60.48,60.45,5,28.19,95.16,746.96,Bank Transfer,Paid,6,2835
PAY-01140,DRV-090,2024-08-01,2024-08-31,2024-09-05,827,0.0,0,12,72.38,129.61,769.78,Bank Transfer,Paid,0,0
PAY-01141,DRV-091,2024-08-01,2024-08-31,2024-09-05,704,0.0,38.56,7,48.1,117.29,673.36,Bank Transfer,Paid,0,0
PAY-01142,DRV-092,2024-08-01,2024-08-31,2024-09-05,797,58.35,0,16,91.99,131.79,815.56,Bank Transfer,Paid,5,2428
PAY-01143,DRV-093,2024-08-01,2024-08-31,2024-09-05,920,0.0,0,12,64.88,113.71,871.17,Bank Transfer,Paid,0,0
PAY-01144,DRV-094,2024-08-01,2024-08-31,2024-09-05,880,0.0,41.7,17,89.25,118.51,892.43,Bank Transfer,Paid,0,0
PAY-01145,DRV-095,2024-08-01,2024-08-31,2024-09-05,741,0.0,0,21,131.44,118.17,754.27,Bank Transfer,Paid,0,0
PAY-01146,DRV-096,2024-08-01,2024-08-31,2024-09-05,684,0.0,0,9,47.65,104.34,627.31,Bank Transfer,Paid,0,0
PAY-01147,DRV-097,2024-08-01,2024-08-31,2024-09-05,878,0.0,63.84,16,111.68,109.02,944.5,Bank Transfer,Paid,0,0
PAY-01148,DRV-098,2024-08-01,2024-08-31,2024-09-05,757,16.43,0,0,0.0,111.81,661.62,Bank Transfer,Paid,2,1442
PAY-01149,DRV-099,2024-08-01,2024-08-31,2024-09-05,762,72.07,0,10,57.43,114.55,776.94,Bank Transfer,Paid,7,4556
PAY-01150,DRV-100,2024-08-01,2024-08-31,2024-09-05,832,0.0,32.46,21,108.03,104.61,867.88,Bank Transfer,Paid,0,0
PAY-01151,DRV-101,2024-08-01,2024-08-31,2024-09-05,703,96.55,59.06,15,96.87,120.22,835.26,Bank Transfer,Paid,10,4949
PAY-01152,DRV-102,2024-08-01,2024-08-31,2024-09-05,780,0.0,0,15,100.77,120.01,760.75,Bank Transfer,Paid,0,0
PAY-01153,DRV-103,2024-08-01,2024-08-31,2024-09-05,912,11.94,38.95,10,58.71,140.83,880.77,Bank Transfer,Paid,1,403
PAY-01154,DRV-104,2024-08-01,2024-08-31,2024-09-05,945,0.0,36.68,25,168.96,166.0,984.64,Bank Transfer,Paid,0,0
PAY-01155,DRV-105,2024-08-01,2024-08-31,2024-09-05,881,95.38,51.93,19,126.45,144.97,1009.8,Bank Transfer,Paid,9,5380
PAY-01156,DRV-106,2024-08-01,2024-08-31,2024-09-05,777,0.0,23.59,20,117.01,105.04,812.56,Bank Transfer,Paid,0,0
PAY-01157,DRV-107,2024-08-01,2024-08-31,2024-09-05,749,0.0,0,22,124.56,134.62,738.94,Bank Transfer,Paid,0,0
PAY-01158,DRV-108,2024-08-01,2024-08-31,2024-09-05,736,0.0,0,12,72.12,123.55,684.57,Bank Transfer,Paid,0,0
PAY-01159,DRV-109,2024-08-01,2024-08-31,2024-09-05,921,48.04,53.8,7,39.97,149.65,913.16,Bank Transfer,Paid,6,4461
PAY-01160,DRV-110,2024-08-01,2024-08-31,2024-09-05,694,0.0,64.15,23,120.23,112.71,765.66,Bank Transfer,Paid,0,0
PAY-01161,DRV-111,2024-08-01,2024-08-31,2024-09-05,734,0.0,66.23,19,100.64,96.05,804.81,Bank Transfer,Paid,0,0
PAY-01162,DRV-112,2024-08-01,2024-08-31,2024-09-05,691,0.0,0,2,11.95,104.89,598.07,Bank Transfer,Paid,0,0
PAY-01163,DRV-113,2024-08-01,2024-08-31,2024-09-05,772,0.0,0,17,112.48,105.04,779.44,Bank Transfer,Paid,0,0
PAY-01164,DRV-114,2024-08-01,2024-08-31,2024-09-05,801,0.0,0,25,130.11,134.71,796.4,Bank Transfer,Paid,0,0
PAY-01165,DRV-115,2024-08-01,2024-08-31,2024-09-05,700,0.0,0,13,83.81,117.84,665.97,Bank Transfer,Paid,0,0
PAY-01166,DRV-116,2024-08-01,2024-08-31,2024-09-05,902,33.21,64.49,7,42.92,110.47,932.15,Bank Transfer,Paid,4,1807
PAY-01167,DRV-117,2024-08-01,2024-08-31,2024-09-05,740,35.41,0,24,120.58,106.77,789.23,Bank Transfer,Paid,4,2124
PAY-01168,DRV-118,2024-08-01,2024-08-31,2024-09-05,848,43.07,0,10,56.51,117.84,829.73,Bank Transfer,Paid,5,3431
PAY-01169,DRV-119,2024-08-01,2024-08-31,2024-09-05,939,34.01,52.43,25,130.05,137.28,1018.21,Bank Transfer,Paid,4,3444
PAY-01170,DRV-120,2024-08-01,2024-08-31,2024-09-05,674,0.0,68.65,10,67.52,109.46,700.71,Bank Transfer,Paid,0,0
PAY-01171,DRV-121,2024-08-01,2024-08-31,2024-09-05,929,0.0,48.9,4,27.14,150.84,854.2,Bank Transfer,Paid,0,0
PAY-01172,DRV-122,2024-08-01,2024-08-31,2024-09-05,845,25.07,0,17,86.41,144.42,812.06,Bank Transfer,Paid,3,1852
PAY-01173,DRV-123,2024-08-01,2024-08-31,2024-09-05,948,0.0,39.29,21,126.41,143.54,970.16,Bank Transfer,Paid,0,0
PAY-01174,DRV-124,2024-08-01,2024-08-31,2024-09-05,683,0.0,62.6,14,75.2,105.79,715.01,Bank Transfer,Paid,0,0
PAY-01175,DRV-125,2024-08-01,2024-08-31,2024-09-05,923,45.49,0,21,110.36,166.12,912.73,Bank Transfer,Paid,4,713
PAY-01176,DRV-126,2024-08-01,2024-08-31,2024-09-05,742,0.0,0,6,35.3,96.25,681.05,Bank Transfer,Paid,0,0
PAY-01177,DRV-127,2024-08-01,2024-08-31,2024-09-05,895,0.0,47.15,20,112.96,113.53,941.59,Bank Transfer,Paid,0,0
PAY-01178,DRV-128,2024-08-01,2024-08-31,2024-09-05,739,0.0,43.38,1,5.57,95.96,691.99,Bank Transfer,Paid,0,0
PAY-01179,DRV-129,2024-08-01,2024-08-31,2024-09-05,927,42.16,70.9,19,117.06,150.95,1006.17,Bank Transfer,Paid,4,1327
PAY-01180,DRV-130,2024-08-01,2024-08-31,2024-09-05,751,32.35,50.98,14,96.9,95.03,836.2,Bank Transfer,Paid,3,1776
PAY-01181,DRV-131,2024-08-01,2024-08-31,2024-09-05,799,0.0,0,18,102.33,98.73,802.6,Bank Transfer,Paid,0,0
PAY-01182,DRV-132,2024-08-01,2024-08-31,2024-09-05,912,0.0,56.64,13,69.78,110.72,927.7,Bank Transfer,Paid,0,0
PAY-01183,DRV-133,2024-08-01,2024-08-31,2024-09-05,906,68.92,82.44,24,139.9,135.18,1062.07,Bank Transfer,Paid,7,3982
PAY-01184,DRV-134,2024-08-01,2024-08-31,2024-09-05,888,0.0,0,15,80.66,122.96,845.7,Bank Transfer,Paid,0,0
PAY-01185,DRV-135,2024-08-01,2024-08-31,2024-09-05,898,0.0,58.27,4,21.98,159.74,818.5,Bank Transfer,Paid,0,0
PAY-01186,DRV-136,2024-08-01,2024-08-31,2024-09-05,811,0.0,39.77,9,62.22,127.81,785.18,Bank Transfer,Paid,0,0
PAY-01187,DRV-137,2024-08-01,2024-08-31,2024-09-05,931,0.0,0,1,5.66,147.72,788.94,Bank Transfer,Paid,0,0
PAY-01188,DRV-138,2024-08-01,2024-08-31,2024-09-05,846,58.39,31.44,6,33.6,150.16,819.27,Bank Transfer,Paid,5,3153
PAY-01189,DRV-139,2024-08-01,2024-08-31,2024-09-05,850,0.0,0,17,110.7,135.22,825.48,Bank Transfer,Paid,0,0
PAY-01190,DRV-140,2024-08-01,2024-08-31,2024-09-05,890,33.49,0,3,18.35,152.62,789.22,Bank Transfer,Paid,4,1952
PAY-01191,DRV-141,2024-08-01,2024-08-31,2024-09-05,729,0.0,31.35,21,143.14,91.29,812.19,Bank Transfer,Paid,0,0
PAY-01192,DRV-142,2024-08-01,2024-08-31,2024-09-05,873,0.0,72.59,13,72.39,149.53,868.45,Bank Transfer,Paid,0,0
PAY-01193,DRV-143,2024-08-01,2024-08-31,2024-09-05,666,0.0,66.28,8,53.42,88.9,696.8,Bank Transfer,Paid,0,0
PAY-01194,DRV-144,2024-08-01,2024-08-31,2024-09-05,753,0.0,0,14,97.92,106.29,744.63,Bank Transfer,Paid,0,0
PAY-01195,DRV-145,2024-08-01,2024-08-31,2024-09-05,885,0.0,0,3,17.06,118.37,783.69,Bank Transfer,Paid,0,0
PAY-01196,DRV-146,2024-08-01,2024-08-31,2024-09-05,738,0.0,0,18,91.57,126.9,702.67,Bank Transfer,Paid,0,0
PAY-01197,DRV-147,2024-08-01,2024-08-31,2024-09-05,882,8.81,32.71,11,59.06,109.73,872.85,Bank Transfer,Paid,1,511
PAY-01198,DRV-148,2024-08-01,2024-08-31,2024-09-05,930,0.0,0,18,114.55,162.43,882.12,Bank Transfer,Paid,0,0
PAY-01199,DRV-149,2024-08-01,2024-08-31,2024-09-05,719,0.0,0,14,85.88,100.88,704.0,Bank Transfer,Paid,0,0
PAY-01200,DRV-150,2024-08-01,2024-08-31,2024-09-05,766,0.0,45.87,13,75.38,92.34,794.91,Bank Transfer,Paid,0,0
PAY-01201,DRV-001,2024-09-01,2024-09-30,2024-10-05,809,8.78,40.01,15,102.99,134.61,826.17,Bank Transfer,Paid,1,279
PAY-01202,DRV-002,2024-09-01,2024-09-30,2024-10-05,780,21.47,41.01,8,49.33,121.31,770.5,Bank Transfer,Paid,2,610
PAY-01203,DRV-003,2024-09-01,2024-09-30,2024-10-05,653,0.0,49.38,22,127.61,89.93,740.05,Bank Transfer,Paid,0,0
PAY-01204,DRV-004,2024-09-01,2024-09-30,2024-10-05,920,67.17,28.99,22,136.92,157.17,995.91,Bank Transfer,Paid,8,5485
PAY-01205,DRV-005,2024-09-01,2024-09-30,2024-10-05,768,11.8,25.86,22,125.56,121.91,809.3,Bank Transfer,Paid,1,466
PAY-01206,DRV-006,2024-09-01,2024-09-30,2024-10-05,714,0.0,66.97,15,96.15,87.55,789.56,Bank Transfer,Paid,0,0
PAY-01207,DRV-007,2024-09-01,2024-09-30,2024-10-05,793,22.47,62.41,13,82.15,142.21,817.82,Bank Transfer,Paid,2,1334
PAY-01208,DRV-008,2024-09-01,2024-09-30,2024-10-05,789,0.0,0,7,43.56,127.07,705.49,Bank Transfer,Paid,0,0
PAY-01209,DRV-009,2024-09-01,2024-09-30,2024-10-05,903,0.0,40.84,21,124.78,147.53,921.09,Bank Transfer,Paid,0,0
PAY-01210,DRV-010,2024-09-01,2024-09-30,2024-10-05,746,0.0,0,5,29.64,118.86,656.79,Bank Transfer,Paid,0,0
PAY-01211,DRV-011,2024-09-01,2024-09-30,2024-10-05,948,0.0,0,23,125.36,136.17,937.19,Bank Transfer,Paid,0,0
PAY-01212,DRV-012,2024-09-01,2024-09-30,2024-10-05,813,0.0,0,7,44.24,126.92,730.32,Bank Transfer,Paid,0,0
PAY-01213,DRV-013,2024-09-01,2024-09-30,2024-10-05,937,19.98,32.7,3,19.79,155.73,853.74,Bank Transfer,Paid,2,944
PAY-01214,DRV-014,2024-09-01,2024-09-30,2024-10-05,660,0.0,0,3,18.19,91.64,586.55,Bank Transfer,Paid,0,0
PAY-01215,DRV-015,2024-09-01,2024-09-30,2024-10-05,694,43.25,30.41,11,62.19,85.95,743.9,Bank Transfer,Paid,5,2642
PAY-01216,DRV-016,2024-09-01,2024-09-30,2024-10-05,704,0.0,54.47,18,117.6,125.68,750.38,Bank Transfer,Paid,0,0
PAY-01217,DRV-017,2024-09-01,2024-09-30,2024-10-05,858,0.0,26.1,19,111.84,150.01,845.93,Bank Transfer,Paid,0,0
PAY-01218,DRV-018,2024-09-01,2024-09-30,2024-10-05,794,37.95,25.07,15,104.19,126.82,834.38,Bank Transfer,Paid,4,1888
PAY-01219,DRV-019,2024-09-01,2024-09-30,2024-10-05,664,0.0,37.21,5,25.56,84.95,641.82,Bank Transfer,Paid,0,0
PAY-01220,DRV-020,2024-09-01,2024-09-30,2024-10-05,883,0.0,55.92,4,22.76,152.79,808.89,Bank Transfer,Paid,0,0
PAY-01221,DRV-021,2024-09-01,2024-09-30,2024-10-05,793,65.73,0,19,116.67,107.39,868.0,Bank Transfer,Paid,7,2952
PAY-01222,DRV-022,2024-09-01,2024-09-30,2024-10-05,898,32.04,73.82,17,108.9,130.79,981.97,Bank Transfer,Paid,3,2174
PAY-01223,DRV-023,2024-09-01,2024-09-30,2024-10-05,911,0.0,0,10,57.51,110.48,858.03,Bank Transfer,Paid,0,0
