fuel_id,trip_id,asset_id,driver_id,refuel_date,refuel_time,country,location,fuel_station,fuel_type,liters_purchased,price_per_liter_local,total_cost_local,total_cost_usd,odometer_reading,fuel_efficiency_km_per_liter,payment_method,receipt_number
FUEL-01355,TRP-1355,AST-075,DRV-101,2024-07-24,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,97.0,175,16975.0,130.71,29410,6.0,Cash,FUEL-45644
FUEL-01356,TRP-1356,AST-084,DRV-133,2024-12-22,00:00:00,Tanzania,Dodoma,Shell - Dodoma,Diesel,62.4,4850,302640.0,121.06,231802,5.7,Cash,FUEL-34557
FUEL-01357,TRP-1357,AST-098,DRV-044,2024-08-20,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,26.9,175,4707.5,36.25,200637,5.0,Company Card,FUEL-89355
FUEL-01358,TRP-1358,AST-084,DRV-133,2024-09-04,00:00:00,Tanzania,Dodoma,Kobil - Dodoma,Diesel,66.1,4850,320585.0,128.23,228569,5.2,Company Card,FUEL-85967
FUEL-01359,TRP-1359,AST-089,DRV-007,2024-04-04,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,115.0,175,20125.0,154.96,129221,5.0,Company Card,FUEL-89891
FUEL-01360,TRP-1360,AST-014,DRV-099,2024-01-01,00:00:00,Ethiopia,Bahir Dar,Kobil - Bahir Dar,Diesel,12.6,67,844.2,15.2,210752,6.4,Company Card,FUEL-26536
FUEL-01361,TRP-1361,AST-020,DRV-104,2024-11-04,00:00:00,Rwanda,Ruhengeri,Total - Ruhengeri,Diesel,189.8,1470,279006.0,214.83,159506,6.2,Cash,FUEL-55399
FUEL-01362,TRP-1362,AST-101,DRV-109,2024-12-04,00:00:00,Ethiopia,Mekele,Total - Mekele,Diesel,107.9,67,7229.3,130.13,204956,6.2,Cash,FUEL-33793
FUEL-01363,TRP-1363,AST-103,DRV-125,2024-05-10,00:00:00,Rwanda,Ruhengeri,Puma Energy - Ruhengeri,Diesel,78.8,1470,115836.0,89.19,29834,6.1,Company Card,FUEL-73629
FUEL-01364,TRP-1364,AST-019,DRV-071,2024-03-29,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,154.1,175,26967.5,207.65,139423,5.2,Cash,FUEL-51297
FUEL-01365,TRP-1365,AST-109,DRV-047,2024-12-22,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,150.9,175,26407.5,203.34,160704,6.3,Company Card,FUEL-93773
FUEL-01366,TRP-1366,AST-051,DRV-098,2024-07-24,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,15.8,175,2765.0,21.29,174132,6.4,Cash,FUEL-99883
FUEL-01367,TRP-1367,AST-038,DRV-119,2024-08-11,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,259.3,175,45377.5,349.41,40895,5.4,Cash,FUEL-46185
FUEL-01368,TRP-1368,AST-108,DRV-116,2024-08-08,00:00:00,Uganda,Mbarara,Shell - Mbarara,Diesel,80.1,6200,496620.0,134.09,199053,5.5,Cash,FUEL-56713
FUEL-01369,TRP-1369,AST-072,DRV-039,2024-10-26,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,9.3,175,1627.5,12.53,135997,5.6,Company Card,FUEL-73569
FUEL-01370,TRP-1370,AST-112,DRV-057,2024-06-24,00:00:00,Tanzania,Arusha,Puma Energy - Arusha,Diesel,10.2,4850,49470.0,19.79,169984,5.8,Cash,FUEL-89709
FUEL-01371,TRP-1371,AST-041,DRV-044,2024-10-19,00:00:00,Kenya,Eldoret,Total - Eldoret,Diesel,105.0,175,18375.0,141.49,210510,6.1,Company Card,FUEL-34178
FUEL-01372,TRP-1372,AST-115,DRV-054,2024-08-25,00:00:00,Tanzania,Mwanza,Puma Energy - Mwanza,Diesel,63.2,4850,306520.0,122.61,172041,5.3,Cash,FUEL-28343
FUEL-01373,TRP-1373,AST-075,DRV-101,2024-12-16,00:00:00,Kenya,Nakuru,Shell - Nakuru,Diesel,120.5,175,21087.5,162.37,24005,5.7,Cash,FUEL-23742
FUEL-01374,TRP-1374,AST-018,DRV-029,2024-12-13,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,88.8,175,15540.0,119.66,211132,6.2,Cash,FUEL-88458
FUEL-01375,TRP-1375,AST-082,DRV-047,2024-08-01,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,93.3,175,16327.5,125.72,171345,6.0,Cash,FUEL-83783
FUEL-01376,TRP-1376,AST-013,DRV-048,2024-04-30,00:00:00,Uganda,Jinja,Puma Energy - Jinja,Diesel,48.3,6200,299460.0,80.85,238117,5.4,Company Card,FUEL-76355
FUEL-01377,TRP-1377,AST-001,DRV-084,2024-11-03,00:00:00,Uganda,Entebbe,Shell - Entebbe,Diesel,69.9,6200,433380.0,117.01,42641,5.8,Cash,FUEL-14214
FUEL-01378,TRP-1378,AST-053,DRV-080,2024-12-19,00:00:00,Ethiopia,Dire Dawa,Puma Energy - Dire Dawa,Diesel,237.6,67,15919.2,286.55,77189,5.5,Cash,FUEL-87359
FUEL-01379,TRP-1379,AST-075,DRV-101,2024-08-27,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,60.5,175,10587.5,81.52,29434,6.3,Company Card,FUEL-60926
FUEL-01380,TRP-1380,AST-070,DRV-047,2024-05-07,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,128.3,175,22452.5,172.88,83912,5.3,Company Card,FUEL-15636
FUEL-01381,TRP-1381,AST-053,DRV-080,2024-02-26,00:00:00,Ethiopia,Mekele,Kobil - Mekele,Diesel,47.8,67,3202.6,57.65,77161,6.0,Cash,FUEL-77269
FUEL-01382,TRP-1382,AST-044,DRV-001,2024-01-24,00:00:00,Uganda,Jinja,Total - Jinja,Diesel,13.8,6200,85560.0,23.1,105441,5.1,Cash,FUEL-93522
FUEL-01383,TRP-1383,AST-110,DRV-028,2024-08-14,00:00:00,Uganda,Entebbe,Kobil - Entebbe,Diesel,138.0,6200,855600.0,231.01,148758,5.0,Company Card,FUEL-73488
FUEL-01384,TRP-1384,AST-040,DRV-070,2024-12-06,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,142.5,175,24937.5,192.02,200080,5.4,Cash,FUEL-94631
FUEL-01385,TRP-1385,AST-107,DRV-004,2024-04-20,00:00:00,Kenya,Kisumu,Total - Kisumu,Diesel,215.0,175,37625.0,289.71,115033,5.8,Company Card,FUEL-79941
FUEL-01386,TRP-1386,AST-077,DRV-018,2024-09-12,00:00:00,Tanzania,Dodoma,Kobil - Dodoma,Diesel,44.7,4850,216795.0,86.72,207202,5.4,Cash,FUEL-55708
FUEL-01387,TRP-1387,AST-051,DRV-098,2024-01-05,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,117.6,175,20580.0,158.47,172218,5.6,Company Card,FUEL-95486
FUEL-01388,TRP-1388,AST-012,DRV-065,2024-08-29,00:00:00,Tanzania,Mwanza,Kobil - Mwanza,Diesel,115.9,4850,562115.0,224.85,29462,6.1,Cash,FUEL-83830
FUEL-01389,TRP-1389,AST-089,DRV-007,2024-06-05,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,45.5,175,7962.5,61.31,134830,5.6,Cash,FUEL-24638
FUEL-01390,TRP-1390,AST-097,DRV-130,2024-08-12,00:00:00,Kenya,Kisumu,Kobil - Kisumu,Diesel,32.1,175,5617.5,43.25,100830,6.4,Company Card,FUEL-38539
FUEL-01391,TRP-1391,AST-046,DRV-117,2024-10-23,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,23.9,175,4182.5,32.21,38204,6.2,Company Card,FUEL-46707
FUEL-01392,TRP-1392,AST-114,DRV-015,2025-01-02,00:00:00,Uganda,Gulu,Puma Energy - Gulu,Diesel,149.5,6200,926900.0,250.26,198408,6.1,Company Card,FUEL-93388
FUEL-01393,TRP-1393,AST-076,DRV-041,2024-07-12,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,143.1,175,25042.5,192.83,149982,6.4,Cash,FUEL-19137
FUEL-01394,TRP-1394,AST-097,DRV-130,2025-02-13,00:00:00,Kenya,Kisumu,Total - Kisumu,Diesel,148.4,175,25970.0,199.97,96195,5.1,Cash,FUEL-90623
FUEL-01395,TRP-1395,AST-014,DRV-099,2024-04-14,00:00:00,Ethiopia,Bahir Dar,Puma Energy - Bahir Dar,Diesel,76.8,67,5145.6,92.62,207765,5.9,Cash,FUEL-85914
FUEL-01396,TRP-1396,AST-038,DRV-119,2024-03-18,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,135.8,175,23765.0,182.99,39459,5.6,Company Card,FUEL-49997
FUEL-01397,TRP-1397,AST-082,DRV-047,2024-04-03,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,83.6,175,14630.0,112.65,164517,5.1,Cash,FUEL-76598
FUEL-01398,TRP-1398,AST-014,DRV-099,2024-04-18,00:00:00,Ethiopia,Mekele,Total - Mekele,Diesel,13.5,67,904.5,16.28,207709,6.4,Company Card,FUEL-46175
FUEL-01399,TRP-1399,AST-089,DRV-007,2024-03-09,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,161.4,175,28245.0,217.49,136966,5.0,Cash,FUEL-12028
FUEL-01400,TRP-1400,AST-097,DRV-130,2024-04-19,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,103.1,175,18042.5,138.93,104035,5.5,Company Card,FUEL-81789
FUEL-01401,TRP-1401,AST-046,DRV-117,2025-01-16,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,57.5,175,10062.5,77.48,38820,5.5,Cash,FUEL-56874
FUEL-01402,TRP-1402,AST-010,DRV-030,2024-05-11,00:00:00,Tanzania,Mwanza,Total - Mwanza,Diesel,87.8,4850,425830.0,170.33,201777,5.1,Cash,FUEL-58239
FUEL-01403,TRP-1403,AST-048,DRV-034,2025-02-11,00:00:00,Kenya,Kisumu,Total - Kisumu,Diesel,71.9,175,12582.5,96.89,186455,6.1,Cash,FUEL-32492
FUEL-01404,TRP-1404,AST-057,DRV-031,2024-07-20,00:00:00,Uganda,Kampala,Puma Energy - Kampala,Diesel,70.5,6200,437100.0,118.02,219627,5.2,Cash,FUEL-47675
FUEL-01405,TRP-1405,AST-014,DRV-099,2024-12-19,00:00:00,Ethiopia,Dire Dawa,Puma Energy - Dire Dawa,Diesel,126.3,67,8462.1,152.32,205407,5.0,Cash,FUEL-92689
FUEL-01406,TRP-1406,AST-008,DRV-031,2024-02-02,00:00:00,Uganda,Jinja,Puma Energy - Jinja,Diesel,218.1,6200,1352220.0,365.1,110274,5.1,Company Card,FUEL-30251
FUEL-01407,TRP-1407,AST-043,DRV-021,2024-05-10,00:00:00,Tanzania,Mbeya,Shell - Mbeya,Diesel,53.7,4850,260445.0,104.18,176927,5.6,Cash,FUEL-17816
FUEL-01408,TRP-1408,AST-012,DRV-065,2024-03-07,00:00:00,Tanzania,Dar es Salaam,Shell - Dar es Salaam,Diesel,15.8,4850,76630.0,30.65,35361,5.8,Company Card,FUEL-51348
FUEL-01409,TRP-1409,AST-024,DRV-032,2024-04-27,00:00:00,Tanzania,Mwanza,Shell - Mwanza,Diesel,20.7,4850,100395.0,40.16,99434,5.7,Cash,FUEL-32383
FUEL-01410,TRP-1410,AST-108,DRV-116,2024-04-07,00:00:00,Uganda,Jinja,Total - Jinja,Diesel,235.8,6200,1461960.0,394.73,199071,5.4,Cash,FUEL-73294
FUEL-01411,TRP-1411,AST-103,DRV-125,2025-01-23,00:00:00,Rwanda,Gisenyi,Shell - Gisenyi,Diesel,105.6,1470,155232.0,119.53,27797,6.3,Cash,FUEL-92553
FUEL-01412,TRP-1412,AST-107,DRV-004,2024-11-18,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,52.0,175,9100.0,70.07,117330,6.5,Company Card,FUEL-11595
FUEL-01413,TRP-1413,AST-066,DRV-021,2025-02-13,00:00:00,Tanzania,Mwanza,Shell - Mwanza,Diesel,221.6,4850,1074760.0,429.9,164477,5.2,Company Card,FUEL-99251
FUEL-01414,TRP-1414,AST-101,DRV-109,2024-05-15,00:00:00,Ethiopia,Mekele,Total - Mekele,Diesel,15.4,67,1031.8,18.57,210619,6.4,Cash,FUEL-62294
FUEL-01415,TRP-1415,AST-034,DRV-099,2024-11-08,00:00:00,Ethiopia,Gondar,Kobil - Gondar,Diesel,104.1,67,6974.7,125.54,45649,5.1,Cash,FUEL-68127
FUEL-01416,TRP-1416,AST-089,DRV-007,2024-07-07,00:00:00,Kenya,Eldoret,Puma Energy - Eldoret,Diesel,117.5,175,20562.5,158.33,131516,5.8,Cash,FUEL-85997
FUEL-01417,TRP-1417,AST-033,DRV-015,2024-06-02,00:00:00,Uganda,Mbarara,Total - Mbarara,Diesel,94.3,6200,584660.0,157.86,80684,5.0,Company Card,FUEL-56211
FUEL-01418,TRP-1418,AST-108,DRV-116,2024-07-30,00:00:00,Uganda,Jinja,Total - Jinja,Diesel,32.9,6200,203980.0,55.07,200279,6.4,Cash,FUEL-59534
FUEL-01419,TRP-1419,AST-104,DRV-055,2024-04-07,00:00:00,Tanzania,Dar es Salaam,Shell - Dar es Salaam,Diesel,141.1,4850,684335.0,273.73,60306,6.1,Cash,FUEL-47453
FUEL-01420,TRP-1420,AST-102,DRV-140,2024-07-09,00:00:00,Rwanda,Cyangugu,Shell - Cyangugu,Diesel,46.0,1470,67620.0,52.07,152291,5.7,Company Card,FUEL-54498
FUEL-01421,TRP-1421,AST-088,DRV-049,2024-12-27,00:00:00,Ethiopia,Addis Ababa,Puma Energy - Addis Ababa,Diesel,217.2,67,14552.4,261.94,222015,6.1,Cash,FUEL-20006
FUEL-01422,TRP-1422,AST-046,DRV-117,2024-01-15,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,117.2,175,20510.0,157.93,38443,5.8,Company Card,FUEL-99291
FUEL-01423,TRP-1423,AST-100,DRV-054,2025-02-22,00:00:00,Tanzania,Mwanza,Puma Energy - Mwanza,Diesel,93.1,4850,451535.0,180.61,71921,6.4,Cash,FUEL-73934
FUEL-01424,TRP-1424,AST-080,DRV-129,2024-06-16,00:00:00,Rwanda,Kigali,Shell - Kigali,Diesel,95.2,1470,139944.0,107.76,220921,5.4,Cash,FUEL-26402
FUEL-01425,TRP-1425,AST-082,DRV-047,2024-11-06,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,98.1,175,17167.5,132.19,167327,5.5,Company Card,FUEL-96263
FUEL-01426,TRP-1426,AST-047,DRV-102,2024-05-09,00:00:00,Rwanda,Gisenyi,Kobil - Gisenyi,Diesel,181.2,1470,266364.0,205.1,27150,5.5,Company Card,FUEL-26562
FUEL-01427,TRP-1427,AST-047,DRV-102,2024-09-02,00:00:00,Rwanda,Butare,Shell - Butare,Diesel,91.0,1470,133770.0,103.0,33045,5.1,Company Card,FUEL-84350
FUEL-01428,TRP-1428,AST-051,DRV-098,2025-01-23,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,209.3,175,36627.5,282.03,170388,5.2,Cash,FUEL-38168
FUEL-01429,TRP-1429,AST-001,DRV-084,2024-03-07,00:00:00,Uganda,Kampala,Shell - Kampala,Diesel,89.9,6200,557380.0,150.49,45875,5.2,Company Card,FUEL-45535
FUEL-01430,TRP-1430,AST-022,DRV-140,2024-06-27,00:00:00,Rwanda,Butare,Total - Butare,Diesel,56.4,1470,82908.0,63.84,220189,5.1,Cash,FUEL-90982
FUEL-01431,TRP-1431,AST-114,DRV-015,2024-02-14,00:00:00,Uganda,Entebbe,Kobil - Entebbe,Diesel,75.9,6200,470580.0,127.06,192488,5.6,Cash,FUEL-70269
FUEL-01432,TRP-1432,AST-053,DRV-080,2024-07-30,00:00:00,Ethiopia,Gondar,Total - Gondar,Diesel,14.2,67,951.4,17.13,73896,6.2,Cash,FUEL-24954
FUEL-01433,TRP-1433,AST-041,DRV-044,2025-01-30,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,45.1,175,7892.5,60.77,209698,5.5,Cash,FUEL-76273
FUEL-01434,TRP-1434,AST-003,DRV-105,2024-12-01,00:00:00,Kenya,Nairobi,Shell - Nairobi,Diesel,116.1,175,20317.5,156.44,180010,5.4,Company Card,FUEL-67053
FUEL-01435,TRP-1435,AST-101,DRV-109,2024-03-21,00:00:00,Ethiopia,Gondar,Puma Energy - Gondar,Diesel,137.0,67,9179.0,165.22,204426,5.5,Cash,FUEL-60647
FUEL-01436,TRP-1436,AST-104,DRV-055,2025-01-14,00:00:00,Tanzania,Mwanza,Kobil - Mwanza,Diesel,145.0,4850,703250.0,281.3,59083,5.1,Company Card,FUEL-27452
FUEL-01437,TRP-1437,AST-068,DRV-118,2024-10-25,00:00:00,Uganda,Mbarara,Kobil - Mbarara,Diesel,84.6,6200,524520.0,141.62,78184,5.2,Cash,FUEL-41637
FUEL-01438,TRP-1438,AST-100,DRV-054,2024-09-26,00:00:00,Tanzania,Arusha,Shell - Arusha,Diesel,93.5,4850,453475.0,181.39,73153,5.9,Company Card,FUEL-18505
FUEL-01439,TRP-1439,AST-053,DRV-080,2024-03-14,00:00:00,Ethiopia,Addis Ababa,Puma Energy - Addis Ababa,Diesel,146.1,67,9788.7,176.2,77168,6.1,Cash,FUEL-35723
FUEL-01440,TRP-1440,AST-041,DRV-044,2024-12-16,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,25.6,175,4480.0,34.5,208768,5.5,Cash,FUEL-34511
FUEL-01441,TRP-1441,AST-045,DRV-099,2024-01-27,00:00:00,Ethiopia,Gondar,Kobil - Gondar,Diesel,90.6,67,6070.2,109.26,107189,5.9,Cash,FUEL-78218
FUEL-01442,TRP-1442,AST-088,DRV-049,2024-05-02,00:00:00,Ethiopia,Dire Dawa,Kobil - Dire Dawa,Diesel,119.9,67,8033.3,144.6,220009,5.2,Cash,FUEL-59750
FUEL-01443,TRP-1443,AST-019,DRV-071,2024-09-18,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,23.1,175,4042.5,31.13,131443,6.2,Cash,FUEL-48856
FUEL-01444,TRP-1444,AST-082,DRV-047,2025-01-13,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,230.0,175,40250.0,309.93,165921,5.2,Cash,FUEL-69931
FUEL-01445,TRP-1445,AST-115,DRV-054,2024-09-04,00:00:00,Tanzania,Dar es Salaam,Puma Energy - Dar es Salaam,Diesel,118.9,4850,576665.0,230.67,166617,5.3,Cash,FUEL-78978
FUEL-01446,TRP-1446,AST-082,DRV-047,2024-03-17,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,17.8,175,3115.0,23.99,170830,5.4,Company Card,FUEL-85698
FUEL-01447,TRP-1447,AST-061,DRV-125,2024-01-19,00:00:00,Rwanda,Butare,Total - Butare,Diesel,104.7,1470,153909.0,118.51,87958,6.3,Company Card,FUEL-30524
FUEL-01448,TRP-1448,AST-070,DRV-047,2024-12-19,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,104.5,175,18287.5,140.81,79430,5.1,Cash,FUEL-41948
FUEL-01449,TRP-1449,AST-084,DRV-133,2024-02-10,00:00:00,Tanzania,Mbeya,Total - Mbeya,Diesel,94.3,4850,457355.0,182.94,227931,5.4,Company Card,FUEL-98564
FUEL-01450,TRP-1450,AST-035,DRV-015,2024-12-16,00:00:00,Uganda,Entebbe,Puma Energy - Entebbe,Diesel,91.6,6200,567920.0,153.34,219858,6.0,Cash,FUEL-87969
FUEL-01451,TRP-1451,AST-084,DRV-133,2024-08-19,00:00:00,Tanzania,Arusha,Shell - Arusha,Diesel,45.2,4850,219220.0,87.69,227285,5.8,Cash,FUEL-25851
FUEL-01452,TRP-1452,AST-045,DRV-099,2025-02-13,00:00:00,Ethiopia,Dire Dawa,Puma Energy - Dire Dawa,Diesel,16.9,67,1132.3,20.38,107810,6.3,Cash,FUEL-15874
FUEL-01453,TRP-1453,AST-101,DRV-109,2024-03-11,00:00:00,Ethiopia,Dire Dawa,Kobil - Dire Dawa,Diesel,167.6,67,11229.2,202.13,203617,6.1,Cash,FUEL-35269
FUEL-01454,TRP-1454,AST-067,DRV-060,2025-02-18,00:00:00,Rwanda,Kigali,Shell - Kigali,Diesel,81.2,1470,119364.0,91.91,29495,5.8,Cash,FUEL-15031
FUEL-01455,TRP-1455,AST-088,DRV-049,2024-12-22,00:00:00,Ethiopia,Mekele,Puma Energy - Mekele,Diesel,127.3,67,8529.1,153.52,223404,5.6,Cash,FUEL-93249
FUEL-01456,TRP-1456,AST-017,DRV-089,2024-01-22,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,23.2,175,4060.0,31.26,141873,5.3,Cash,FUEL-20290
FUEL-01457,TRP-1457,AST-082,DRV-047,2024-05-08,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,17.6,175,3080.0,23.72,171679,5.7,Cash,FUEL-71802
FUEL-01458,TRP-1458,AST-075,DRV-101,2025-02-23,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,132.4,175,23170.0,178.41,28005,5.8,Company Card,FUEL-80152
FUEL-01459,TRP-1459,AST-048,DRV-034,2024-03-23,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,112.7,175,19722.5,151.86,179572,6.3,Company Card,FUEL-76853
FUEL-01460,TRP-1460,AST-020,DRV-104,2024-06-10,00:00:00,Rwanda,Kigali,Kobil - Kigali,Diesel,18.7,1470,27489.0,21.17,165971,6.1,Company Card,FUEL-45800
FUEL-01461,TRP-1461,AST-018,DRV-029,2025-01-20,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,134.5,175,23537.5,181.24,209100,5.5,Company Card,FUEL-91354
FUEL-01462,TRP-1462,AST-106,DRV-048,2024-11-22,00:00:00,Uganda,Entebbe,Kobil - Entebbe,Diesel,89.9,6200,557380.0,150.49,195041,6.2,Cash,FUEL-80218
FUEL-01463,TRP-1463,AST-089,DRV-007,2024-11-15,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,201.9,175,35332.5,272.06,129611,6.3,Cash,FUEL-40031
FUEL-01464,TRP-1464,AST-072,DRV-039,2025-02-03,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,67.1,175,11742.5,90.42,131586,5.9,Cash,FUEL-67967
FUEL-01465,TRP-1465,AST-018,DRV-029,2024-12-27,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,49.3,175,8627.5,66.43,210913,5.7,Company Card,FUEL-14527
FUEL-01466,TRP-1466,AST-007,DRV-053,2025-02-28,00:00:00,Tanzania,Dodoma,Total - Dodoma,Diesel,56.4,4850,273540.0,109.42,97302,6.4,Cash,FUEL-94562
FUEL-01467,TRP-1467,AST-037,DRV-101,2024-04-17,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,16.9,175,2957.5,22.77,150714,5.4,Cash,FUEL-73946
FUEL-01468,TRP-1468,AST-089,DRV-007,2024-06-07,00:00:00,Kenya,Kisumu,Kobil - Kisumu,Diesel,137.8,175,24115.0,185.69,130694,5.1,Company Card,FUEL-88741
FUEL-01469,TRP-1469,AST-021,DRV-077,2024-02-23,00:00:00,Rwanda,Gisenyi,Total - Gisenyi,Diesel,157.4,1470,231378.0,178.16,114653,6.3,Cash,FUEL-81991
FUEL-01470,TRP-1470,AST-007,DRV-053,2024-10-05,00:00:00,Tanzania,Mwanza,Kobil - Mwanza,Diesel,271.9,4850,1318715.0,527.49,92234,5.3,Cash,FUEL-20104
FUEL-01471,TRP-1471,AST-107,DRV-004,2024-10-03,00:00:00,Kenya,Kisumu,Total - Kisumu,Diesel,15.6,175,2730.0,21.02,112787,6.0,Cash,FUEL-48318
FUEL-01472,TRP-1472,AST-018,DRV-029,2024-01-04,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,227.3,175,39777.5,306.29,206113,5.3,Company Card,FUEL-88989
FUEL-01473,TRP-1473,AST-107,DRV-004,2024-08-28,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,136.3,175,23852.5,183.66,118186,5.4,Cash,FUEL-77985
FUEL-01474,TRP-1474,AST-089,DRV-007,2024-03-30,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,260.5,175,45587.5,351.02,129602,5.5,Cash,FUEL-61744
FUEL-01475,TRP-1475,AST-029,DRV-105,2024-05-02,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,110.7,175,19372.5,149.17,114269,6.5,Company Card,FUEL-68325
FUEL-01476,TRP-1476,AST-024,DRV-032,2024-07-13,00:00:00,Tanzania,Dodoma,Puma Energy - Dodoma,Diesel,221.8,4850,1075730.0,430.29,96883,5.7,Cash,FUEL-99522
FUEL-01477,TRP-1477,AST-027,DRV-004,2025-02-25,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,133.9,175,23432.5,180.43,174587,5.1,Company Card,FUEL-42224
FUEL-01478,TRP-1478,AST-102,DRV-140,2024-03-18,00:00:00,Rwanda,Butare,Kobil - Butare,Diesel,87.0,1470,127890.0,98.48,150896,6.5,Company Card,FUEL-76006
FUEL-01479,TRP-1479,AST-041,DRV-044,2024-02-01,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,85.3,175,14927.5,114.94,207709,6.4,Company Card,FUEL-12732
FUEL-01480,TRP-1480,AST-021,DRV-077,2024-06-29,00:00:00,Rwanda,Kigali,Puma Energy - Kigali,Diesel,47.3,1470,69531.0,53.54,120211,5.2,Company Card,FUEL-46322
FUEL-01481,TRP-1481,AST-060,DRV-140,2024-04-12,00:00:00,Rwanda,Cyangugu,Puma Energy - Cyangugu,Diesel,105.9,1470,155673.0,119.87,192089,5.6,Company Card,FUEL-44748
FUEL-01482,TRP-1482,AST-003,DRV-105,2024-12-15,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,66.5,175,11637.5,89.61,179332,6.5,Company Card,FUEL-72169
FUEL-01483,TRP-1483,AST-012,DRV-065,2024-08-05,00:00:00,Tanzania,Arusha,Shell - Arusha,Diesel,105.7,4850,512645.0,205.06,28534,6.3,Company Card,FUEL-82857
FUEL-01484,TRP-1484,AST-041,DRV-044,2025-01-23,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,278.4,175,48720.0,375.14,208630,5.2,Cash,FUEL-30903
FUEL-01485,TRP-1485,AST-037,DRV-101,2024-08-08,00:00:00,Kenya,Nairobi,Shell - Nairobi,Diesel,186.8,175,32690.0,251.71,157534,5.4,Company Card,FUEL-53517
FUEL-01486,TRP-1486,AST-041,DRV-044,2024-05-02,00:00:00,Kenya,Kisumu,Total - Kisumu,Diesel,149.5,175,26162.5,201.45,206244,5.3,Cash,FUEL-19251
FUEL-01487,TRP-1487,AST-070,DRV-047,2024-05-10,00:00:00,Kenya,Nakuru,Shell - Nakuru,Diesel,49.7,175,8697.5,66.97,78561,5.2,Cash,FUEL-37017
FUEL-01488,TRP-1488,AST-106,DRV-048,2024-02-23,00:00:00,Uganda,Gulu,Puma Energy - Gulu,Diesel,56.5,6200,350300.0,94.58,190616,5.8,Company Card,FUEL-57229
FUEL-01489,TRP-1489,AST-046,DRV-117,2024-09-28,00:00:00,Kenya,Nakuru,Shell - Nakuru,Diesel,125.3,175,21927.5,168.84,39302,5.4,Company Card,FUEL-11128
FUEL-01490,TRP-1490,AST-019,DRV-071,2024-10-05,00:00:00,Kenya,Eldoret,Total - Eldoret,Diesel,8.5,175,1487.5,11.45,134807,5.9,Cash,FUEL-79716
FUEL-01491,TRP-1491,AST-028,DRV-092,2024-08-13,00:00:00,Kenya,Nakuru,Shell - Nakuru,Diesel,113.3,175,19827.5,152.67,134620,5.4,Company Card,FUEL-12451
