invoice_id,trip_id,client_id,invoice_date,due_date,invoice_amount_usd,tax_amount_usd,total_amount_usd,payment_status,payment_date,payment_method,currency,exchange_rate_to_usd,late_payment_days,discount_applied_usd,outstanding_amount_usd
INV-1285,TRP-1285,CLT-013,2025-03-02,2025-04-16,6002.4,1080.43,7082.83,Paid,2025-04-08,Bank Transfer,TZS,0.0004,0,300.12,0
INV-1286,TRP-1286,CLT-040,2025-01-16,2025-03-17,522.55,94.06,616.61,Paid,2025-03-13,Mobile Money,ETB,0.018,0,0,0
INV-1287,TRP-1287,CLT-013,2024-11-05,2024-12-20,124.08,22.33,146.41,Paid,2024-12-03,Mobile Money,UGX,0.00027,0,0,0
INV-1288,TRP-1288,CLT-013,2024-06-14,2024-07-29,5163.6,929.45,6093.05,Paid,2024-07-18,Cash,KES,0.0077,0,258.18,0
INV-1289,TRP-1289,CLT-008,2024-11-29,2025-01-28,737.25,132.7,869.95,Unpaid,,,TZS,0.0004,398,0,869.95
INV-1290,TRP-1290,CLT-001,2024-09-11,2024-10-11,284.4,51.19,335.59,Paid,2024-10-09,Check,KES,0.0077,0,0,0
INV-1291,TRP-1291,CLT-059,2024-03-01,2024-04-15,115.95,20.87,136.82,Paid,2024-04-17,Mobile Money,RWF,0.00077,2,0,0
INV-1292,TRP-1292,CLT-044,2024-08-04,2024-09-03,8562.0,1541.16,10103.16,Paid,2024-08-22,Cash,TZS,0.0004,0,428.1,0
INV-1293,TRP-1293,CLT-044,2024-10-11,2024-11-10,287.2,51.7,338.9,Paid,2024-10-28,Cash,KES,0.0077,0,0,0
INV-1294,TRP-1294,CLT-077,2024-09-09,2024-10-24,394.5,71.01,465.51,Paid,2024-10-11,Cash,TZS,0.0004,0,0,0
INV-1295,TRP-1295,CLT-024,2025-02-05,2025-03-07,4231.2,761.62,4992.82,Paid,2025-03-05,Check,KES,0.0077,0,211.56,0
INV-1296,TRP-1296,CLT-067,2025-01-18,2025-02-02,3672.0,660.96,4332.96,Paid,2025-02-02,Mobile Money,KES,0.0077,0,183.6,0
INV-1297,TRP-1297,CLT-023,2025-01-25,2025-02-24,431.82,77.73,509.55,Paid,2025-02-25,Bank Transfer,UGX,0.00027,1,0,0
INV-1298,TRP-1298,CLT-010,2024-12-20,2025-02-18,1009.2,181.66,1190.86,Paid,2025-02-23,Check,TZS,0.0004,5,0,0
INV-1299,TRP-1299,CLT-046,2024-10-03,2024-11-02,462.7,83.29,545.99,Paid,2024-10-24,Bank Transfer,RWF,0.00077,0,0,0
INV-1300,TRP-1300,CLT-001,2024-05-25,2024-06-24,318.5,57.33,375.83,Paid,2024-06-27,Check,KES,0.0077,3,0,0
INV-1301,TRP-1301,CLT-025,2024-06-17,2024-07-02,1062.6,191.27,1253.87,Paid,2024-06-28,Check,KES,0.0077,0,0,0
INV-1302,TRP-1302,CLT-059,2025-01-01,2025-02-15,707.25,127.3,834.55,Partially Paid,2025-02-25,Mobile Money,RWF,0.00077,10,0,268.42
INV-1303,TRP-1303,CLT-019,2024-05-15,2024-06-14,671.6,120.89,792.49,Partially Paid,2024-06-26,Mobile Money,UGX,0.00027,12,0,277.77
INV-1304,TRP-1304,CLT-077,2024-11-22,2025-01-06,1230.95,221.57,1452.52,Paid,2024-12-28,Cash,TZS,0.0004,0,0,0
INV-1305,TRP-1305,CLT-024,2024-11-04,2024-12-04,520.8,93.74,614.54,Paid,2024-11-26,Mobile Money,KES,0.0077,0,0,0
INV-1306,TRP-1306,CLT-004,2024-11-27,2024-12-27,748.88,134.8,883.68,Paid,2025-01-01,Cash,UGX,0.00027,5,0,0
INV-1307,TRP-1307,CLT-051,2024-01-06,2024-02-20,1809.5,325.71,2135.21,Paid,2024-01-29,Check,RWF,0.00077,0,90.48,0
INV-1308,TRP-1308,CLT-001,2024-03-07,2024-04-06,1717.75,309.19,2026.94,Paid,2024-03-29,Check,UGX,0.00027,0,85.89,0
INV-1309,TRP-1309,CLT-014,2024-03-12,2024-04-26,1116.06,200.89,1316.95,Paid,2024-04-29,Check,KES,0.0077,3,0,0
INV-1310,TRP-1310,CLT-006,2025-01-24,2025-03-10,413.46,74.42,487.88,Partially Paid,2025-03-19,Check,KES,0.0077,9,0,251.31
INV-1311,TRP-1311,CLT-029,2024-09-14,2024-09-29,3260.4,586.87,3847.27,Paid,2024-09-29,Check,RWF,0.00077,0,163.02,0
INV-1312,TRP-1312,CLT-037,2024-06-27,2024-07-12,807.24,145.3,952.54,Paid,2024-07-08,Cash,KES,0.0077,0,0,0
INV-1313,TRP-1313,CLT-025,2024-07-17,2024-08-01,1790.04,322.21,2112.25,Paid,2024-08-06,Cash,KES,0.0077,5,89.5,0
INV-1314,TRP-1314,CLT-005,2025-01-07,2025-02-06,147.6,26.57,174.17,Partially Paid,2025-02-14,Cash,UGX,0.00027,8,0,79.93
INV-1315,TRP-1315,CLT-024,2025-02-01,2025-03-03,663.15,119.37,782.52,Paid,2025-02-25,Mobile Money,TZS,0.0004,0,0,0
INV-1316,TRP-1316,CLT-036,2024-10-10,2024-11-09,389.1,70.04,459.14,Paid,2024-11-01,Bank Transfer,UGX,0.00027,0,0,0
INV-1317,TRP-1317,CLT-005,2024-02-21,2024-03-22,945.6,170.21,1115.81,Paid,2024-03-12,Bank Transfer,TZS,0.0004,0,0,0
INV-1318,TRP-1318,CLT-044,2024-12-26,2025-01-25,5409.6,973.73,6383.33,Partially Paid,2025-01-25,Bank Transfer,RWF,0.00077,0,0,2758.58
INV-1319,TRP-1319,CLT-050,2024-08-16,2024-09-15,293.58,52.84,346.42,Paid,2024-09-20,Bank Transfer,RWF,0.00077,5,0,0
INV-1320,TRP-1320,CLT-001,2024-05-06,2024-06-05,1530.55,275.5,1806.05,Paid,2024-05-27,Bank Transfer,RWF,0.00077,0,0,0
INV-1321,TRP-1321,CLT-018,2024-12-29,2025-02-27,1433.2,257.98,1691.18,Paid,2025-02-18,Check,KES,0.0077,0,0,0
INV-1322,TRP-1322,CLT-023,2024-01-08,2024-02-07,962.64,173.28,1135.92,Unpaid,,,UGX,0.00027,754,0,1135.92
INV-1323,TRP-1323,CLT-006,2024-11-21,2025-01-05,407.64,73.38,481.02,Paid,2024-12-21,Bank Transfer,KES,0.0077,0,0,0
INV-1324,TRP-1324,CLT-033,2024-09-08,2024-11-07,843.3,151.79,995.09,Paid,2024-11-07,Bank Transfer,RWF,0.00077,0,0,0
INV-1325,TRP-1325,CLT-044,2024-11-23,2024-12-23,265.1,47.72,312.82,Paid,2024-12-10,Bank Transfer,KES,0.0077,0,0,0
INV-1326,TRP-1326,CLT-001,2024-10-13,2024-11-12,327.95,59.03,386.98,Paid,2024-10-31,Bank Transfer,TZS,0.0004,0,0,0
INV-1327,TRP-1327,CLT-040,2024-07-06,2024-09-04,93.3,16.79,110.09,Paid,2024-08-28,Mobile Money,RWF,0.00077,0,0,0
INV-1328,TRP-1328,CLT-001,2024-02-09,2024-03-10,2017.4,363.13,2380.53,Paid,2024-02-26,Cash,KES,0.0077,0,100.87,0
INV-1329,TRP-1329,CLT-056,2024-09-15,2024-09-30,1153.5,207.63,1361.13,Paid,2024-10-01,Mobile Money,TZS,0.0004,1,0,0
INV-1330,TRP-1330,CLT-053,2024-12-20,2025-02-03,1274.46,229.4,1503.86,Paid,2025-02-01,Mobile Money,KES,0.0077,0,0,0
INV-1331,TRP-1331,CLT-001,2024-02-02,2024-03-03,1507.45,271.34,1778.79,Paid,2024-03-02,Cash,TZS,0.0004,0,0,0
INV-1332,TRP-1332,CLT-037,2024-03-10,2024-03-25,86.4,15.55,101.95,Paid,2024-03-21,Mobile Money,RWF,0.00077,0,0,0
INV-1333,TRP-1333,CLT-059,2024-03-24,2024-05-08,1110.15,199.83,1309.98,Paid,2024-04-18,Cash,TZS,0.0004,0,0,0
INV-1334,TRP-1334,CLT-046,2024-03-28,2024-04-27,444.85,80.07,524.92,Partially Paid,2024-05-07,Cash,KES,0.0077,10,0,255.8
INV-1335,TRP-1335,CLT-056,2024-04-19,2024-05-04,196.0,35.28,231.28,Partially Paid,2024-05-09,Mobile Money,KES,0.0077,5,0,106.92
INV-1336,TRP-1336,CLT-021,2024-01-19,2024-03-04,1308.12,235.46,1543.58,Partially Paid,2024-03-19,Cash,RWF,0.00077,15,0,1031.86
INV-1337,TRP-1337,CLT-029,2025-01-29,2025-02-13,1573.6,283.25,1856.85,Paid,2025-02-13,Check,TZS,0.0004,0,0,0
INV-1338,TRP-1338,CLT-020,2024-10-25,2024-12-24,6290.4,1132.27,7422.67,Paid,2024-11-30,Bank Transfer,KES,0.0077,0,314.52,0
INV-1339,TRP-1339,CLT-035,2024-06-24,2024-07-09,2117.2,381.1,2498.3,Paid,2024-07-13,Cash,ETB,0.018,4,105.86,0
INV-1340,TRP-1340,CLT-037,2024-05-23,2024-06-07,794.08,142.93,937.01,Paid,2024-06-03,Check,KES,0.0077,0,0,0
INV-1341,TRP-1341,CLT-006,2024-08-27,2024-10-11,718.76,129.38,848.14,Paid,2024-10-11,Cash,KES,0.0077,0,0,0
INV-1342,TRP-1342,CLT-053,2024-02-01,2024-03-17,992.42,178.64,1171.06,Partially Paid,2024-03-26,Check,RWF,0.00077,9,0,675.88
INV-1343,TRP-1343,CLT-044,2024-05-01,2024-05-31,977.9,176.02,1153.92,Unpaid,,,KES,0.0077,640,0,1153.92
INV-1344,TRP-1344,CLT-026,2025-02-15,2025-03-17,1770.8,318.74,2089.54,Partially Paid,2025-03-18,Mobile Money,UGX,0.00027,1,0,899.16
INV-1345,TRP-1345,CLT-051,2024-04-18,2024-06-02,1016.64,183.0,1199.64,Paid,2024-05-14,Check,RWF,0.00077,0,0,0
INV-1346,TRP-1346,CLT-077,2024-03-06,2024-04-20,177.2,31.9,209.1,Paid,2024-04-17,Check,KES,0.0077,0,0,0
INV-1347,TRP-1347,CLT-005,2024-05-22,2024-06-21,1017.0,183.06,1200.06,Paid,2024-06-24,Check,KES,0.0077,3,0,0
INV-1348,TRP-1348,CLT-021,2024-07-14,2024-08-28,1542.42,277.64,1820.06,Partially Paid,2024-08-30,Cash,TZS,0.0004,2,0,550.98
INV-1349,TRP-1349,CLT-037,2024-10-14,2024-10-29,437.5,78.75,516.25,Paid,2024-10-25,Bank Transfer,KES,0.0077,0,0,0
INV-1350,TRP-1350,CLT-007,2024-12-21,2025-02-19,420.8,75.74,496.54,Partially Paid,2025-02-28,Mobile Money,UGX,0.00027,9,0,238.27
INV-1351,TRP-1351,CLT-037,2025-01-22,2025-02-06,251.8,45.32,297.12,Paid,2025-02-09,Cash,KES,0.0077,3,0,0
INV-1352,TRP-1352,CLT-075,2024-08-19,2024-10-03,1758.8,316.58,2075.38,Paid,2024-09-20,Check,KES,0.0077,0,87.94,0
INV-1353,TRP-1353,CLT-024,2024-09-22,2024-10-22,968.94,174.41,1143.35,Partially Paid,2024-10-24,Mobile Money,TZS,0.0004,2,0,640.05
INV-1354,TRP-1354,CLT-018,2024-11-16,2025-01-15,1136.8,204.62,1341.42,Paid,2025-01-08,Check,UGX,0.00027,0,0,0
INV-1355,TRP-1355,CLT-053,2024-07-26,2024-09-09,732.16,131.79,863.95,Paid,2024-08-23,Bank Transfer,KES,0.0077,0,0,0
INV-1356,TRP-1356,CLT-037,2024-12-23,2025-01-07,2300.5,414.09,2714.59,Paid,2025-01-02,Check,TZS,0.0004,0,115.03,0
INV-1357,TRP-1357,CLT-056,2024-08-22,2024-09-06,831.25,149.62,980.88,Paid,2024-09-04,Bank Transfer,KES,0.0077,0,0,0
INV-1358,TRP-1358,CLT-042,2024-09-06,2024-10-21,1559.52,280.71,1840.23,Paid,2024-10-17,Cash,TZS,0.0004,0,0,0
INV-1359,TRP-1359,CLT-022,2024-04-06,2024-05-21,563.52,101.43,664.95,Paid,2024-05-25,Bank Transfer,KES,0.0077,4,0,0
INV-1360,TRP-1360,CLT-018,2024-01-02,2024-03-02,1148.7,206.77,1355.47,Paid,2024-02-05,Check,ETB,0.018,0,0,0
INV-1361,TRP-1361,CLT-046,2024-11-07,2024-12-07,957.25,172.31,1129.56,Paid,2024-12-12,Cash,RWF,0.00077,5,0,0
INV-1362,TRP-1362,CLT-053,2024-12-05,2025-01-19,275.58,49.6,325.18,Paid,2025-01-06,Check,ETB,0.018,0,0,0
INV-1363,TRP-1363,CLT-013,2024-05-11,2024-06-25,9218.4,1659.31,10877.71,Paid,2024-06-15,Mobile Money,RWF,0.00077,0,460.92,0
INV-1364,TRP-1364,CLT-013,2024-03-31,2024-05-15,850.25,153.04,1003.29,Paid,2024-04-29,Cash,KES,0.0077,0,0,0
INV-1365,TRP-1365,CLT-029,2024-12-23,2025-01-07,1287.44,231.74,1519.18,Paid,2025-01-04,Mobile Money,KES,0.0077,0,0,0
INV-1366,TRP-1366,CLT-037,2024-07-26,2024-08-10,1600.76,288.14,1888.9,Paid,2024-08-07,Mobile Money,KES,0.0077,0,0,0
INV-1367,TRP-1367,CLT-074,2024-08-14,2024-08-29,602.52,108.45,710.97,Paid,2024-08-27,Mobile Money,KES,0.0077,0,0,0
INV-1368,TRP-1368,CLT-018,2024-08-10,2024-10-09,2177.84,392.01,2569.85,Paid,2024-09-26,Bank Transfer,UGX,0.00027,0,108.89,0
INV-1369,TRP-1369,CLT-018,2024-10-28,2024-12-27,686.25,123.52,809.77,Paid,2024-12-30,Cash,KES,0.0077,3,0,0
INV-1370,TRP-1370,CLT-047,2024-06-25,2024-07-25,851.16,153.21,1004.37,Paid,2024-07-21,Bank Transfer,TZS,0.0004,0,0,0
INV-1371,TRP-1371,CLT-024,2024-10-22,2024-11-21,1040.55,187.3,1227.85,Paid,2024-11-26,Cash,KES,0.0077,5,0,0
INV-1372,TRP-1372,CLT-051,2024-08-28,2024-10-12,417.2,75.1,492.3,Paid,2024-10-17,Mobile Money,TZS,0.0004,5,0,0
INV-1373,TRP-1373,CLT-035,2024-12-18,2025-01-02,1007.25,181.31,1188.56,Paid,2025-01-02,Cash,KES,0.0077,0,0,0
INV-1374,TRP-1374,CLT-033,2024-12-16,2025-02-14,132.3,23.81,156.11,Paid,2025-02-07,Mobile Money,KES,0.0077,0,0,0
INV-1375,TRP-1375,CLT-069,2024-08-04,2024-08-19,1391.32,250.44,1641.76,Paid,2024-08-24,Bank Transfer,KES,0.0077,5,0,0
INV-1376,TRP-1376,CLT-030,2024-05-01,2024-06-15,2036.8,366.62,2403.42,Paid,2024-06-01,Check,UGX,0.00027,0,101.84,0
INV-1377,TRP-1377,CLT-040,2024-11-06,2025-01-05,423.7,76.27,499.97,Paid,2024-12-20,Cash,UGX,0.00027,0,0,0
INV-1378,TRP-1378,CLT-020,2024-12-22,2025-02-20,963.45,173.42,1136.87,Paid,2025-01-25,Check,ETB,0.018,0,0,0
INV-1379,TRP-1379,CLT-042,2024-08-29,2024-10-13,365.28,65.75,431.03,Paid,2024-09-24,Check,KES,0.0077,0,0,0
INV-1380,TRP-1380,CLT-021,2024-05-09,2024-06-23,350.8,63.14,413.94,Paid,2024-06-23,Mobile Money,KES,0.0077,0,0,0
INV-1381,TRP-1381,CLT-027,2024-02-27,2024-04-27,508.32,91.5,599.82,Paid,2024-04-05,Bank Transfer,ETB,0.018,0,0,0
INV-1382,TRP-1382,CLT-018,2024-01-26,2024-03-26,521.25,93.83,615.08,Unpaid,,,UGX,0.00027,706,0,615.08
INV-1383,TRP-1383,CLT-024,2024-08-17,2024-09-16,2658.4,478.51,3136.91,Paid,2024-09-15,Check,UGX,0.00027,0,132.92,0
INV-1384,TRP-1384,CLT-033,2024-12-08,2025-02-06,145.8,26.24,172.04,Paid,2025-01-15,Mobile Money,KES,0.0077,0,0,0
INV-1385,TRP-1385,CLT-043,2024-04-21,2024-05-06,1052.0,189.36,1241.36,Partially Paid,2024-05-16,Check,KES,0.0077,10,0,436.89
INV-1386,TRP-1386,CLT-002,2024-09-15,2024-10-30,698.28,125.69,823.97,Partially Paid,2024-11-01,Cash,TZS,0.0004,2,0,492.43
INV-1387,TRP-1387,CLT-030,2024-01-08,2024-02-22,783.48,141.03,924.51,Paid,2024-02-11,Check,KES,0.0077,0,0,0
INV-1388,TRP-1388,CLT-044,2024-08-31,2024-09-30,59.7,10.75,70.45,Paid,2024-10-02,Mobile Money,TZS,0.0004,2,0,0
INV-1389,TRP-1389,CLT-001,2024-06-07,2024-07-07,948.78,170.78,1119.56,Paid,2024-06-22,Bank Transfer,KES,0.0077,0,0,0
INV-1390,TRP-1390,CLT-037,2024-08-15,2024-08-30,1434.72,258.25,1692.97,Paid,2024-09-03,Mobile Money,KES,0.0077,4,0,0
INV-1391,TRP-1391,CLT-029,2024-10-25,2024-11-09,5390.4,970.27,6360.67,Partially Paid,2024-11-24,Cash,KES,0.0077,15,0,2261.62
INV-1392,TRP-1392,CLT-036,2025-01-03,2025-02-02,6235.2,1122.34,7357.54,Paid,2025-02-01,Check,UGX,0.00027,0,311.76,0
INV-1393,TRP-1393,CLT-043,2024-07-14,2024-07-29,324.0,58.32,382.32,Paid,2024-07-23,Check,KES,0.0077,0,0,0
INV-1394,TRP-1394,CLT-026,2025-02-14,2025-03-16,2203.6,396.65,2600.25,Paid,2025-03-13,Mobile Money,KES,0.0077,0,110.18,0
INV-1395,TRP-1395,CLT-030,2024-04-15,2024-05-30,2252.8,405.5,2658.3,Paid,2024-05-26,Mobile Money,ETB,0.018,0,112.64,0
INV-1396,TRP-1396,CLT-006,2024-03-21,2024-05-05,872.85,157.11,1029.96,Paid,2024-04-13,Cash,KES,0.0077,0,0,0
INV-1397,TRP-1397,CLT-021,2024-04-05,2024-05-20,1018.98,183.42,1202.4,Paid,2024-05-10,Bank Transfer,KES,0.0077,0,0,0
INV-1398,TRP-1398,CLT-021,2024-04-20,2024-06-04,597.0,107.46,704.46,Paid,2024-05-25,Bank Transfer,ETB,0.018,0,0,0
INV-1399,TRP-1399,CLT-001,2024-03-12,2024-04-11,1968.75,354.38,2323.12,Paid,2024-04-13,Mobile Money,KES,0.0077,2,98.44,0
INV-1400,TRP-1400,CLT-027,2024-04-22,2024-06-21,560.28,100.85,661.13,Partially Paid,2024-06-22,Check,KES,0.0077,1,0,313.81
INV-1401,TRP-1401,CLT-005,2025-01-18,2025-02-17,1000.5,180.09,1180.59,Paid,2025-02-07,Bank Transfer,KES,0.0077,0,0,0
INV-1402,TRP-1402,CLT-031,2024-05-12,2024-05-27,2509.15,451.65,2960.8,Paid,2024-05-24,Bank Transfer,TZS,0.0004,0,125.46,0
INV-1403,TRP-1403,CLT-007,2025-02-12,2025-04-13,2831.6,509.69,3341.29,Paid,2025-03-17,Cash,KES,0.0077,0,141.58,0
INV-1404,TRP-1404,CLT-029,2024-07-23,2024-08-07,469.35,84.48,553.83,Paid,2024-08-05,Mobile Money,UGX,0.00027,0,0,0
INV-1405,TRP-1405,CLT-002,2024-12-22,2025-02-05,811.25,146.03,957.27,Paid,2025-02-10,Cash,ETB,0.018,5,0,0
INV-1406,TRP-1406,CLT-024,2024-02-05,2024-03-06,1579.5,284.31,1863.81,Paid,2024-02-29,Bank Transfer,UGX,0.00027,0,0,0
INV-1407,TRP-1407,CLT-026,2024-05-12,2024-06-11,1599.2,287.86,1887.06,Paid,2024-06-13,Bank Transfer,TZS,0.0004,2,0,0
INV-1408,TRP-1408,CLT-013,2024-03-10,2024-04-24,104.1,18.74,122.84,Paid,2024-04-25,Bank Transfer,TZS,0.0004,1,0,0
INV-1409,TRP-1409,CLT-027,2024-04-28,2024-06-27,285.12,51.32,336.44,Unpaid,,,TZS,0.0004,613,0,336.44
INV-1410,TRP-1410,CLT-053,2024-04-08,2024-05-23,1182.28,212.81,1395.09,Paid,2024-05-21,Cash,UGX,0.00027,0,0,0
INV-1411,TRP-1411,CLT-077,2025-01-26,2025-03-12,812.0,146.16,958.16,Paid,2025-03-13,Bank Transfer,RWF,0.00077,1,0,0
INV-1412,TRP-1412,CLT-020,2024-11-19,2025-01-18,390.9,70.36,461.26,Paid,2025-01-17,Check,KES,0.0077,0,0,0
INV-1413,TRP-1413,CLT-033,2025-02-16,2025-04-17,598.68,107.76,706.44,Partially Paid,2025-04-26,Cash,TZS,0.0004,9,0,473.51
INV-1414,TRP-1414,CLT-047,2024-05-17,2024-06-16,1634.4,294.19,1928.59,Paid,2024-06-21,Mobile Money,ETB,0.018,5,0,0
INV-1415,TRP-1415,CLT-036,2024-11-09,2024-12-09,587.0,105.66,692.66,Paid,2024-11-30,Bank Transfer,ETB,0.018,0,0,0
INV-1416,TRP-1416,CLT-024,2024-07-09,2024-08-08,645.12,116.12,761.24,Paid,2024-07-30,Mobile Money,KES,0.0077,0,0,0
INV-1417,TRP-1417,CLT-013,2024-06-04,2024-07-19,6518.4,1173.31,7691.71,Paid,2024-07-21,Check,UGX,0.00027,2,325.92,0
INV-1418,TRP-1418,CLT-020,2024-07-31,2024-09-29,922.0,165.96,1087.96,Partially Paid,2024-10-04,Check,UGX,0.00027,5,0,495.19
INV-1419,TRP-1419,CLT-053,2024-04-09,2024-05-24,1403.64,252.66,1656.3,Paid,2024-05-24,Bank Transfer,TZS,0.0004,0,0,0
INV-1420,TRP-1420,CLT-013,2024-07-12,2024-08-26,525.3,94.55,619.85,Paid,2024-08-15,Check,RWF,0.00077,0,0,0
INV-1421,TRP-1421,CLT-042,2024-12-30,2025-02-13,644.28,115.97,760.25,Paid,2025-02-16,Bank Transfer,ETB,0.018,3,0,0
INV-1422,TRP-1422,CLT-007,2024-01-16,2024-03-16,1596.8,287.42,1884.22,Paid,2024-03-12,Mobile Money,KES,0.0077,0,0,0
INV-1423,TRP-1423,CLT-051,2025-02-25,2025-04-11,1353.1,243.56,1596.66,Paid,2025-03-23,Check,TZS,0.0004,0,0,0
INV-1424,TRP-1424,CLT-053,2024-06-17,2024-08-01,153.34,27.6,180.94,Paid,2024-07-10,Mobile Money,RWF,0.00077,0,0,0
INV-1425,TRP-1425,CLT-067,2024-11-07,2024-11-22,6045.6,1088.21,7133.81,Paid,2024-11-24,Bank Transfer,KES,0.0077,2,302.28,0
INV-1426,TRP-1426,CLT-059,2024-05-12,2024-06-26,852.25,153.41,1005.65,Unpaid,,,RWF,0.00077,614,0,1005.65
INV-1427,TRP-1427,CLT-013,2024-09-04,2024-10-19,814.8,146.66,961.46,Partially Paid,2024-11-03,Mobile Money,RWF,0.00077,15,0,408.9
INV-1428,TRP-1428,CLT-016,2025-01-24,2025-03-10,1795.08,323.11,2118.19,Unpaid,,,KES,0.0077,357,0,2118.19
INV-1429,TRP-1429,CLT-030,2024-03-10,2024-04-24,762.24,137.2,899.44,Paid,2024-04-24,Bank Transfer,UGX,0.00027,0,0,0
INV-1430,TRP-1430,CLT-074,2024-06-29,2024-07-14,2012.15,362.19,2374.34,Paid,2024-07-13,Bank Transfer,RWF,0.00077,0,100.61,0
INV-1431,TRP-1431,CLT-018,2024-02-17,2024-04-17,866.6,155.99,1022.59,Paid,2024-04-05,Bank Transfer,UGX,0.00027,0,0,0
INV-1432,TRP-1432,CLT-013,2024-07-31,2024-09-14,728.04,131.05,859.09,Unpaid,,,ETB,0.018,534,0,859.09
INV-1433,TRP-1433,CLT-051,2025-02-02,2025-03-19,571.5,102.87,674.37,Paid,2025-03-20,Check,KES,0.0077,1,0,0
INV-1434,TRP-1434,CLT-018,2024-12-02,2025-01-31,1900.92,342.17,2243.09,Unpaid,,,KES,0.0077,395,0,2243.09
INV-1435,TRP-1435,CLT-010,2024-03-24,2024-05-23,2013.6,362.45,2376.05,Paid,2024-05-13,Mobile Money,ETB,0.018,0,100.68,0
INV-1436,TRP-1436,CLT-036,2025-01-15,2025-02-14,5815.2,1046.74,6861.94,Partially Paid,2025-02-22,Check,TZS,0.0004,8,0,3986.3
INV-1437,TRP-1437,CLT-014,2024-10-27,2024-12-11,165.44,29.78,195.22,Unpaid,,,UGX,0.00027,446,0,195.22
INV-1438,TRP-1438,CLT-074,2024-09-29,2024-10-14,1686.3,303.53,1989.83,Paid,2024-10-09,Cash,TZS,0.0004,0,0,0
INV-1439,TRP-1439,CLT-010,2024-03-15,2024-05-14,1645.6,296.21,1941.81,Paid,2024-04-23,Cash,ETB,0.018,0,0,0
INV-1440,TRP-1440,CLT-044,2024-12-17,2025-01-16,4981.2,896.62,5877.82,Paid,2025-01-19,Bank Transfer,KES,0.0077,3,249.06,0
INV-1441,TRP-1441,CLT-005,2024-01-29,2024-02-28,1463.5,263.43,1726.93,Paid,2024-02-20,Check,ETB,0.018,0,0,0
INV-1442,TRP-1442,CLT-019,2024-05-04,2024-06-03,1400.0,252.0,1652.0,Paid,2024-06-04,Bank Transfer,ETB,0.018,1,0,0
INV-1443,TRP-1443,CLT-067,2024-09-21,2024-10-06,6225.6,1120.61,7346.21,Paid,2024-09-30,Bank Transfer,KES,0.0077,0,311.28,0
INV-1444,TRP-1444,CLT-029,2025-01-16,2025-01-31,4146.0,746.28,4892.28,Paid,2025-02-01,Cash,KES,0.0077,1,207.3,0
INV-1445,TRP-1445,CLT-051,2024-09-06,2024-10-21,98.25,17.68,115.94,Paid,2024-10-05,Bank Transfer,TZS,0.0004,0,0,0
INV-1446,TRP-1446,CLT-048,2024-03-19,2024-05-18,1067.04,192.07,1259.11,Unpaid,,,KES,0.0077,653,0,1259.11
INV-1447,TRP-1447,CLT-016,2024-01-22,2024-03-07,211.05,37.99,249.04,Paid,2024-03-11,Cash,RWF,0.00077,4,0,0
INV-1448,TRP-1448,CLT-031,2024-12-20,2025-01-04,549.5,98.91,648.41,Paid,2025-01-02,Mobile Money,KES,0.0077,0,0,0
INV-1449,TRP-1449,CLT-037,2024-02-11,2024-02-26,1997.8,359.6,2357.4,Paid,2024-02-28,Mobile Money,TZS,0.0004,2,99.89,0
INV-1450,TRP-1450,CLT-021,2024-12-17,2025-01-31,256.74,46.21,302.95,Paid,2025-02-01,Bank Transfer,UGX,0.00027,1,0,0
INV-1451,TRP-1451,CLT-056,2024-08-22,2024-09-06,2807.0,505.26,3312.26,Unpaid,,,TZS,0.0004,542,0,3312.26
INV-1452,TRP-1452,CLT-010,2025-02-14,2025-04-15,1157.1,208.28,1365.38,Paid,2025-03-29,Mobile Money,ETB,0.018,0,0,0
INV-1453,TRP-1453,CLT-031,2024-03-12,2024-03-27,130.0,23.4,153.4,Paid,2024-03-24,Check,ETB,0.018,0,0,0
INV-1454,TRP-1454,CLT-007,2025-02-19,2025-04-20,551.6,99.29,650.89,Paid,2025-04-19,Mobile Money,RWF,0.00077,0,0,0
INV-1455,TRP-1455,CLT-018,2024-12-23,2025-02-21,1987.3,357.71,2345.01,Partially Paid,2025-02-26,Bank Transfer,ETB,0.018,5,0,1014.11
INV-1456,TRP-1456,CLT-059,2024-01-24,2024-03-09,435.6,78.41,514.01,Paid,2024-03-12,Check,KES,0.0077,3,0,0
INV-1457,TRP-1457,CLT-059,2024-05-09,2024-06-23,1351.7,243.31,1595.01,Paid,2024-06-25,Cash,KES,0.0077,2,0,0
INV-1458,TRP-1458,CLT-059,2025-02-26,2025-04-12,355.4,63.97,419.37,Paid,2025-04-13,Bank Transfer,KES,0.0077,1,0,0
INV-1459,TRP-1459,CLT-036,2024-03-24,2024-04-23,4939.2,889.06,5828.26,Paid,2024-04-13,Bank Transfer,KES,0.0077,0,246.96,0
INV-1460,TRP-1460,CLT-010,2024-06-12,2024-08-11,448.0,80.64,528.64,Paid,2024-07-14,Cash,RWF,0.00077,0,0,0
INV-1461,TRP-1461,CLT-075,2025-01-21,2025-03-07,327.6,58.97,386.57,Paid,2025-02-26,Check,KES,0.0077,0,0,0
INV-1462,TRP-1462,CLT-001,2024-11-24,2024-12-24,1190.75,214.33,1405.09,Paid,2024-12-09,Cash,UGX,0.00027,0,0,0
